Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
-3.74922,40.463667,西班牙,Spain,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5N3,First occurrence in a zone or a compartment,2009/06/12,2009/10/02,2669,Validated,691,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,Brucella suis (Inf. with),,Recurrence of an eradicated disease,2009/06/09,2009/09/29,2658,Validated,704,Resolved,terrestrial
-8.224454,39.399872,葡萄牙,Portugal,FUR_2,Scrapie ,,Recurrence of an eradicated disease,2008/03/26,2009/09/28,2657,Validated,508,Resolved,terrestrial
-63.616672,-38.416097,阿根廷,Argentina,FUR_4,Influenza A virus (Inf. with),Other,Emerging disease,2009/06/15,2009/10/09,2647,Validated,689,Resolved,terrestrial
21.824312,39.074208,希腊,Greece,FUR_1,Bluetongue virus (Inf. with) ,8,New strain in a zone or a compartment,2008/11/03,2009/09/15,2636,Validated,635,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/04/15,2009/09/15,2634,Validated,665,Resolved,terrestrial
-63.616672,-38.416097,阿根廷,Argentina,FUR_2,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2008/11/10,2009/09/14,2633,Validated,581,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_6,Contagious equine metritis ,,Recurrence of an eradicated disease,2009/07/22,2009/09/11,2631,Validated,702,Resolved,terrestrial
,,,Chinese Taipei,IN,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/08/25,2009/09/04,2620,Validated,716,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2006/03/10,2006/07/16,2619,Validated,109,Resolved,terrestrial
,,,United States of America,FUR_4,Equine piroplasmosis,,Recurrence of an eradicated disease,2009/06/01,2009/09/15,2616,Validated,682,Resolved,terrestrial
,,,South Africa,FUR_6,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/18,2009/08/27,2609,Validated,632,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,IN,Bluetongue virus (Inf. with) ,8,Recurrence of an eradicated disease,2009/07/19,2009/08/27,2608,Validated,714,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_2,Bluetongue virus (Inf. with) ,24,Recurrence of an eradicated disease,2009/03/15,2009/08/26,2606,Validated,677,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2009/06/29,2009/08/26,2605,Validated,693,Resolved,terrestrial
,,,Dominican (Rep.),FUR_4,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,First occurrence in a zone or a compartment,2007/12/10,2009/08/21,2600,Validated,430,Resolved,terrestrial
,,,Dominican (Rep.),FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2008/03/14,2009/08/21,2599,Validated,515,Resolved,terrestrial
,,,United States of America,FUR_7,Vesicular stomatitis (-2014),New Jersey,Recurrence of an eradicated disease,2009/05/29,2009/08/19,2598,Validated,683,Resolved,terrestrial
18.643501,60.128161,瑞典,Sweden,IN,Koi herpesvirus (Inf. with),,Recurrence,2009/07/28,2009/08/25,2597,Validated,711,Resolved,aquatic
103.846656,46.862496,蒙古,Mongolia,FUR_2,Sheep pox and goat pox ,,Recurrence of an eradicated disease,2008/10/02,2009/08/18,2596,Validated,555,Resolved,terrestrial
25.748151,61.92411,芬兰,Finland,IN,Rabies virus (Inf. with) ,EBLV2,New strain in a zone or a compartment,2009/08/14,2009/08/17,2594,Validated,710,Resolved,terrestrial
-71.542969,-35.675147,智利,Chile,FUR_1,Melissococcus plutonius (Inf. of honey bees with) (European foulbrood) ,,First occurrence in a zone or a compartment,2009/07/10,2009/08/26,2590,Validated,701,Stable,terrestrial
84.124008,28.394857,尼泊尔,Nepal,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/01/08,2009/08/12,2586,Validated,604,Resolved,terrestrial
23.881275,55.169438,立陶宛,Lithuania,FUR_2,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/07/01,2009/08/11,2584,Validated,698,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/07/13,2009/08/13,2575,Validated,699,Resolved,terrestrial
-74.297333,4.570868,哥伦比亚,Colombia,IN,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/07/29,2009/08/04,2572,Validated,706,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2009/02/01,2009/08/03,2571,Validated,696,Resolved,terrestrial
10.451526,51.165691,德国,Germany,IN,Anthrax ,,Recurrence of an eradicated disease,2009/07/20,2009/08/03,2570,Validated,705,On-going,terrestrial
133.775136,-25.274398,澳大利亚,Australia,IN,Influenza A virus (Inf. with),Pending,Emerging disease,2009/07/24,2009/07/31,2565,Validated,703,On-going,terrestrial
-106.346771,56.130366,加拿大,Canada,FUR_2,Influenza A virus (Inf. with),Other,Emerging disease,2009/04/21,2009/07/31,2564,Validated,660,Resolved,terrestrial
103.846656,46.862496,蒙古,Mongolia,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/05/22,2009/07/30,2562,Validated,675,Resolved,terrestrial
8.227512,46.818188,瑞士,Switzerland,FUR_2,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,Recurrence of an eradicated disease,2009/06/19,2009/07/24,2559,Validated,692,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/06/09,2009/07/24,2555,Validated,686,Resolved,terrestrial
,,,China (People's Rep. of),FUR_3,Foot and mouth disease virus (Inf. with) ,Asia 1,Recurrence of an eradicated disease,2009/01/14,2009/07/22,2552,Validated,606,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,Recurrence of an eradicated disease,2008/11/06,2009/07/22,2551,Validated,572,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/06/03,2009/07/22,2550,Validated,681,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2009/04/15,2009/07/22,2549,Validated,659,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_2,Equine rhinopneumonitis (-2013),,First occurrence in a zone or a compartment,2009/03/19,2009/07/24,2547,Validated,650,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/02/01,2009/07/15,2538,Validated,615,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/05/08,2010/03/17,2537,Validated,668,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/01/13,2009/07/14,2536,Validated,605,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/02/03,2009/07/14,2534,Validated,616,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,Recurrence of an eradicated disease,2009/03/17,2009/07/14,2533,Validated,637,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,Recurrence of an eradicated disease,2009/03/29,2009/07/14,2532,Validated,641,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,Recurrence of an eradicated disease,2009/04/20,2009/07/14,2531,Validated,658,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,New strain in a zone or a compartment,2009/04/21,2009/07/14,2530,Validated,662,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,Asia 1,New strain in a zone or a compartment,2009/04/28,2009/07/14,2529,Validated,666,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/04/25,2009/07/14,2528,Validated,670,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/05/14,2009/07/14,2527,Validated,671,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,Peste des petits ruminants virus (Inf. with) ,,Recurrence of an eradicated disease,2008/06/18,2009/07/14,2526,Validated,505,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,Equine influenza virus (Inf. with),H3N8,Recurrence of an eradicated disease,2007/10/09,2009/07/14,2525,Validated,399,Resolved,terrestrial
,,,United States of America,FUR_3,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Recurrence of an eradicated disease,2009/03/31,2009/07/13,2524,Validated,646,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/04/09,2009/07/13,2522,Validated,663,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_6,Low pathogenic avian influenza (poultry) (2006-2021),H7N6,Recurrence of an eradicated disease,2009/02/18,2009/07/19,2521,Validated,625,Resolved,terrestrial
,,,Chinese Taipei,IN,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/06/25,2009/07/10,2515,Validated,694,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_11,Bluetongue virus (Inf. with) ,8,Recurrence of an eradicated disease,2008/11/26,2009/07/09,2513,Validated,603,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/15,2009/07/14,2508,Validated,629,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_10,Equine influenza virus (Inf. with),H3N8,Recurrence of an eradicated disease,2007/08/12,2009/07/02,2497,Validated,372,Resolved,terrestrial
,,,China (People's Rep. of),IN,Rabies virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2009/03/06,2009/06/26,2494,Validated,690,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/05/25,2009/06/24,2491,Validated,688,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,FUR_4,Avian infectious laryngotracheitis ,,Recurrence of an eradicated disease,2009/04/01,2009/06/24,2490,Validated,654,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/06/11,2009/06/24,2487,Validated,687,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H5N3,First occurrence in a zone or a compartment,2009/02/02,2009/06/23,2484,Validated,619,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/06/14,2009/06/23,2483,Validated,684,Resolved,terrestrial
55.923255,21.512583,阿曼,Oman,IN,Bluetongue virus (Inf. with) ,Other,Recurrence of an eradicated disease,2009/02/21,2009/06/16,2474,Validated,685,Resolved,terrestrial
4.469936,50.503887,比利时,Belgium,FUR_1,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2009/03/18,2009/06/12,2471,Validated,633,Resolved,aquatic
-106.346771,56.130366,加拿大,Canada,FUR_6,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2009/01/12,2009/06/11,2462,Validated,608,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_17,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2007/11/05,2009/06/08,2461,Validated,421,On-going,terrestrial
8.468946,60.472024,挪威,Norway,IN,Bonamia ostreae (Inf. with),,First occurrence in a zone or a compartment,2009/06/04,2009/06/05,2457,Validated,679,Resolved,aquatic
,,,China (People's Rep. of),FUR_2,Porcine reproductive and respiratory syndrome virus (Inf. with),,Change in epidemiology,2007/04/23,2009/07/22,2452,Validated,227,Stable,terrestrial
34.851612,31.046051,以色列,Israel,IN,Bluetongue virus (Inf. with) ,8,New strain in a zone or a compartment,2008/11/19,2009/05/29,2445,Validated,676,Resolved,terrestrial
46.869107,-18.766947,马达加斯加,Madagascar,FUR_4,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/03/12,2009/05/29,2443,Validated,655,Resolved,terrestrial
5.291266,52.132633,荷兰,Netherlands,FUR_2,Bluetongue virus (Inf. with) ,6,New strain in a zone or a compartment,2008/09/10,2009/06/12,2439,Validated,563,Resolved,terrestrial
17.228331,26.3351,利比亚,Libya,IN,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/01/01,2009/05/25,2438,Validated,674,Resolved,terrestrial
47.576927,40.143105,阿塞拜疆,Azerbaijan,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/12,2009/06/11,2437,Validated,673,Resolved,terrestrial
67.709953,33.93911,阿富汗,Afghanistan,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2007/02/12,2009/05/25,2436,Validated,157,Resolved,terrestrial
,,,Chinese Taipei,IN,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/05/18,2009/05/23,2435,Validated,672,Resolved,terrestrial
,,,Congo (Rep. of the),FUR_1,Peste des petits ruminants virus (Inf. with) ,,First occurrence in a zone or a compartment,2005/12/30,2009/05/22,2432,Validated,231,Resolved,terrestrial
19.503304,47.162494,匈牙利,Hungary,FUR_1,Bluetongue virus (Inf. with) ,8,First occurrence in a zone or a compartment,2008/08/25,2009/05/21,2425,Validated,537,Resolved,terrestrial
53.847818,23.424076,阿拉伯联合酋长国,United Arab Emirates,IN,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2008/12/29,2009/05/21,2424,Validated,669,Resolved,terrestrial
34.888822,-6.369028,坦桑尼亚,Tanzania,FUR_2,Peste des petits ruminants virus (Inf. with) ,,First occurrence in a zone or a compartment,2008/12/09,2009/05/20,2423,Validated,609,Resolved,terrestrial
19.699024,48.669026,斯洛伐克,Slovakia,FUR_1,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2008/06/30,2009/05/20,2422,Validated,507,Resolved,aquatic
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/04/22,2009/05/15,2419,Validated,667,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_1,Equine arteritis virus (Inf. with),,First occurrence in a zone or a compartment,2008/07/30,2009/05/15,2416,Validated,541,Resolved,terrestrial
-8.224454,39.399872,葡萄牙,Portugal,FUR_1,Bluetongue virus (Inf. with) ,1,New strain in a zone or a compartment,2008/10/23,2012/12/31,2413,Validated,567,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_1,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2008/11/20,2009/05/11,2410,Validated,577,Resolved,terrestrial
50.637772,25.930414,巴林,Bahrain,IN,Foot and mouth disease virus (Inf. with) ,Asia 1,New strain in a zone or a compartment,2009/04/20,2009/05/12,2409,Validated,664,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_1,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2008/10/31,2009/05/18,2407,Validated,574,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_3,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2008/07/01,2009/05/11,2404,Validated,502,Resolved,terrestrial
17.873887,-11.202692,安哥拉,Angola,FUR_1,Rabies virus (Inf. with) ,Untyped or partially typed,Unexpected change or increase,2009/04/06,2009/05/07,2396,Validated,656,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_4,Low pathogenic avian influenza (poultry) (2006-2021),H5N3,Recurrence of an eradicated disease,2009/01/29,2009/05/15,2395,Validated,613,Resolved,terrestrial
47.481766,29.31166,科威特,Kuwait,IN,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/01/06,2009/05/06,2394,Validated,661,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Recurrence of an eradicated disease,2009/04/02,2009/04/30,2387,Validated,651,Resolved,terrestrial
6.129583,49.815273,卢森堡,Luxembourg,FUR_3,Myxomatosis ,,Recurrence of an eradicated disease,2008/09/04,2009/04/28,2386,Validated,549,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2008/12/02,2009/04/28,2385,Validated,588,Resolved,terrestrial
35.862285,33.854721,黎巴嫩,Lebanon,FUR_1,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2009/01/19,2009/04/23,2378,Validated,621,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/25,2009/04/21,2375,Validated,653,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_2,Aethina tumida (Inf. with)(Small hive beetle)(2006-),,First occurrence in a zone or a compartment,2007/10/22,2009/04/30,2372,Validated,392,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/03/27,2009/06/23,2370,Validated,639,Resolved,terrestrial
46.869107,-18.766947,马达加斯加,Madagascar,FUR_4,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2008/11/16,2009/04/16,2368,Validated,596,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/01/29,2009/04/16,2367,Validated,617,Resolved,terrestrial
,,,Zambia,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2007/11/01,2009/04/23,2365,Validated,425,Resolved,terrestrial
