Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
,,,China (People's Rep. of),FUR_4,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/01/11,2019/12/30,16336,Validated,2789,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Contagious equine metritis ,,Recurrence of an eradicated disease,2019/07/02,2019/11/08,16331,Validated,2953,Resolved,terrestrial
30.802498,26.820553,埃及,Egypt,FUR_1,Bluetongue virus (Inf. with) ,4,Recurrence of an eradicated disease,2018/08/30,2019/11/06,16323,Validated,2833,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_20,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2017/09/06,2019/11/04,16314,Validated,2361,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/19,2019/11/04,16313,Validated,2964,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/08/15,2019/11/05,16307,Validated,3033,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_2,Leishmaniosis ,,First occurrence in a zone or a compartment,2019/08/15,2019/10/29,16284,Validated,3006,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_1,Rabies virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2019/04/15,2019/10/29,16283,Validated,2880,Resolved,terrestrial
-15.180413,11.803749,几内亚比绍,Guinea-Bissau,FUR_2,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2018/08/02,2019/10/28,16270,Validated,2680,On-going,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_17,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/18,2019/10/28,16267,Validated,2962,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_11,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/07/22,2019/10/28,16266,Validated,2982,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_7,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/02/01,2019/10/25,16259,Validated,2797,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_17,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/07/04,2019/10/25,16258,Validated,2602,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_13,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/09/28,2019/10/25,16257,Validated,2708,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/07/22,2019/10/26,16238,Validated,2974,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_14,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/07/12,2019/10/23,16232,Validated,2620,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/08/06,2019/10/23,16231,Validated,2986,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_18,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2016/10/16,2019/10/23,16230,Validated,2055,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/08/20,2019/10/23,16227,Validated,3011,Resolved,terrestrial
14.375416,35.937496,马耳他,Malta,IN,Melissococcus plutonius (Inf. of honey bees with) (European foulbrood) ,,Recurrence of an eradicated disease,2019/10/02,2019/10/21,16216,Validated,3051,On-going,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/24,2019/10/18,16204,Validated,2975,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_2,Anthrax ,,First occurrence in a zone or a compartment,2019/09/02,2019/10/18,16202,Validated,3031,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_10,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/08/05,2019/10/18,16198,Validated,2987,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_8,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/08/09,2019/10/16,16182,Validated,2990,Resolved,terrestrial
,,,North Macedonia,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/07/29,2019/10/15,16171,Validated,2992,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/08/29,2019/10/15,16168,Validated,3015,Resolved,terrestrial
84.124008,28.394857,尼泊尔,Nepal,FUR_7,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2019/02/14,2019/10/15,16159,Validated,2839,Resolved,terrestrial
8.081666,17.607789,尼日尔,Niger,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/09/23,2019/10/14,16154,Validated,3044,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_1,Anthrax ,,First occurrence in a zone or a compartment,2019/08/19,2019/10/12,16152,Validated,3007,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/08/01,2019/10/05,16109,Validated,2984,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_2,Aujeszky's disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/04/05,2019/10/15,16093,Validated,2881,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5N1,Recurrence of an eradicated disease,2019/06/25,2019/10/01,16078,Validated,2936,Resolved,terrestrial
24.684866,-22.328474,博茨瓦纳,Botswana,FUR_6,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2017/09/15,2019/10/02,16063,Validated,2412,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/22,2019/09/25,16054,Validated,2994,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/12,2019/09/25,16053,Validated,2957,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,Mycobacterium tuberculosis complex (Inf. with)(2019-),,Recurrence of an eradicated disease,2019/03/08,2019/09/25,16043,Validated,2932,Resolved,terrestrial
25.748151,61.92411,芬兰,Finland,IN,Aujeszky's disease virus (Inf. with) ,,First occurrence in the country,2019/09/06,2019/09/24,16039,Validated,3036,Resolved,terrestrial
27.953389,53.709807,白俄罗斯,Belarus,FUR_1,Anthrax ,,First occurrence in a zone or a compartment,2019/08/08,2019/09/24,16032,Validated,2989,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_2,West Nile Fever ,,Recurrence of an eradicated disease,2018/08/31,2019/09/23,16023,Validated,2671,Resolved,terrestrial
69.345116,30.375321,巴基斯坦,Pakistan,IN,Foot and mouth disease virus (Inf. with) ,O,New strain in the country,2018/12/30,2019/09/18,15981,Validated,3030,Resolved,terrestrial
,,,Myanmar,FUR_2,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2018/05/13,2019/09/16,15973,Validated,2556,Resolved,terrestrial
34.301525,-13.254308,马拉维,Malawi,FUR_7,Foot and mouth disease virus (Inf. with) ,A,New strain in the country,2018/10/27,2019/11/08,15971,Validated,2748,Resolved,terrestrial
34.301525,-13.254308,马拉维,Malawi,FUR_2,Foot and mouth disease virus (Inf. with) ,SAT 2,Recurrence of an eradicated disease,2019/02/21,2019/09/15,15970,Validated,2918,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/06/22,2019/11/07,15969,Validated,2927,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/03/02,2019/11/07,15968,Validated,2861,Resolved,terrestrial
,,,China (People's Rep. of),FUR_3,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/04/01,2019/10/24,15967,Validated,2858,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/02/17,2019/10/24,15966,Validated,2823,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/02/22,2019/10/24,15965,Validated,2818,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/02/18,2019/10/24,15964,Validated,2815,Resolved,terrestrial
,,,China (People's Rep. of),FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/02/04,2019/10/24,15963,Validated,2804,Resolved,terrestrial
,,,China (People's Rep. of),FUR_2,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/04/11,2019/11/07,15962,Validated,2878,Resolved,terrestrial
90.356331,23.684994,孟加拉国,Bangladesh,IN,Rabies virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2019/08/20,2019/09/15,15961,Validated,3026,Resolved,terrestrial
78.96288,20.593684,印度,India,FUR_5,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2018/12/15,2019/09/13,15952,Validated,2776,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/09/03,2019/09/13,15950,Validated,3016,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/24,2019/09/11,15934,Validated,2884,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/06/19,2019/09/11,15933,Validated,2929,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/22,2019/09/11,15931,Validated,2971,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/22,2019/09/10,15923,Validated,2972,Resolved,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,FUR_6,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/06/23,2019/09/10,15920,Validated,2943,Resolved,terrestrial
,,,Zambia,FUR_1,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2018/09/17,2019/09/09,15916,Validated,2792,Resolved,terrestrial
,,,United States of America,FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2019/04/15,2019/09/09,15905,Validated,2882,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_2,Anthrax ,,First occurrence in a zone or a compartment,2019/08/12,2019/09/06,15902,Validated,3001,Resolved,terrestrial
-86.241905,15.199999,洪都拉斯,Honduras,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/17,2019/09/04,15895,Validated,2977,Resolved,terrestrial
78.96288,20.593684,印度,India,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2019/01/25,2019/09/02,15877,Validated,2808,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_9,Paratuberculosis ,,Recurrence of an eradicated disease,2015/06/04,2021/02/18,15870,Validated,1783,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_1,Melissococcus plutonius (Inf. of honey bees with) (European foulbrood) ,,Recurrence of an eradicated disease,2019/06/21,2019/09/11,15868,Validated,2937,Resolved,terrestrial
47.576927,40.143105,阿塞拜疆,Azerbaijan,FUR_3,Anthrax ,,Recurrence of an eradicated disease,2019/08/01,2019/08/29,15860,Validated,2985,Resolved,terrestrial
,,,United States of America,FUR_2,Infectious hypodermal and haematopoietic necrosis virus (Inf. with),,First occurrence in a zone or a compartment,2019/04/15,2019/08/30,15824,Validated,2922,Resolved,aquatic
,,,Zimbabwe,FUR_5,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/21,2019/08/23,15817,Validated,2805,Resolved,terrestrial
-3.996166,17.570692,马里,Mali,IN,Equine influenza virus (Inf. with),H3N8,Recurrence of an eradicated disease,2019/02/01,2019/08/22,15815,Validated,3008,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_3,Newcastle disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/04/04,2019/08/21,15801,Validated,2866,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_3,Equine encephalomyelitis (Western)(2006-),,First occurrence in the country,2019/02/18,2019/08/21,15779,Validated,2851,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,IN,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/07/10,2019/08/15,15754,Validated,2995,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,IN,Rabbit haemorrhagic disease ,RHDV2,Unusual host species,2019/07/24,2019/08/14,15747,Validated,2993,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_1,Sheep pox and goat pox ,,First occurrence in a zone or a compartment,2019/06/15,2019/08/12,15720,Validated,2961,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_9,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/24,2019/08/15,15695,Validated,2791,Resolved,terrestrial
,,,United States of America,FUR_2,Tilapia lake virus (Inf. with),Other,Emerging disease,2018/11/05,2019/08/07,15693,Validated,2893,Resolved,aquatic
28.369885,47.411631,摩尔多瓦,Moldova,FUR_11,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/05/27,2019/08/06,15689,Validated,2914,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_2,Equine arteritis virus (Inf. with),,Recurrence of an eradicated disease,2019/06/23,2019/08/02,15678,Validated,2959,On-going,terrestrial
114.109497,22.396428,香港,Hong Kong,FUR_3,African swine fever virus (Inf. with) ,,First occurrence in the country,2019/05/02,2019/08/07,15677,Validated,2899,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/05/31,2019/08/07,15676,Validated,2920,Resolved,terrestrial
23.881275,55.169438,立陶宛,Lithuania,IN,Spring viraemia of carp virus (Inf. with),,First occurrence in a zone or a compartment,2019/04/25,2019/07/31,15670,Validated,2979,Resolved,aquatic
,,,Eswatini,FUR_1,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),,First occurrence in a zone or a compartment,2018/12/13,2019/07/29,15655,Validated,2830,Resolved,terrestrial
,,,Eswatini,FUR_2,African horse sickness virus (Inf. with) ,5,Recurrence of an eradicated disease,2019/03/08,2019/07/29,15653,Validated,2868,Resolved,terrestrial
,,,Uruguay,FUR_2,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/04/29,2019/07/26,15646,Validated,2897,Resolved,terrestrial
19.145136,51.919438,波兰,Poland,FUR_10,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2019/01/24,2019/07/23,15619,Validated,2796,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,IN,Koi herpesvirus (Inf. with),,First occurrence in the country,2019/07/03,2019/07/22,15611,Validated,2963,Resolved,aquatic
28.233608,-29.609988,莱索托,Lesotho,FUR_4,Anthrax ,,Recurrence of an eradicated disease,2019/05/12,2019/07/20,15607,Validated,2903,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_1,Koi herpesvirus (Inf. with),,Recurrence,2019/05/31,2019/07/19,15605,Validated,2938,Resolved,aquatic
25.48583,42.733883,保加利亚,Bulgaria,FUR_8,Peste des petits ruminants virus (Inf. with) ,,First occurrence in the country,2018/06/23,2019/07/18,15601,Validated,2941,On-going,terrestrial
-71.542969,-35.675147,智利,Chile,FUR_4,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/04/22,2019/12/17,15597,Validated,2894,Stable,terrestrial
78.96288,20.593684,印度,India,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2018/12/07,2019/07/17,15584,Validated,2765,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_1,Koi herpesvirus (Inf. with),,Recurrence,2018/05/24,2019/07/16,15574,Validated,2589,Resolved,aquatic
-3.74922,40.463667,西班牙,Spain,IN,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2019/07/03,2019/07/15,15571,Validated,2958,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_11,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/10/23,2019/07/14,15561,Validated,2719,Resolved,terrestrial
8.081666,17.607789,尼日尔,Niger,IN,Equine influenza virus (Inf. with),H3N8,First occurrence in a zone or a compartment,2018/10/01,2019/07/14,15560,Validated,2955,Resolved,terrestrial
53.688046,32.427908,伊朗,Iran,FUR_22,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2018/11/15,2019/07/13,15557,Validated,2761,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/05/02,2019/07/10,15542,Validated,2896,Resolved,terrestrial
,,,South Africa,FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H7N2,Recurrence of an eradicated disease,2019/02/01,2019/07/10,15538,Validated,2814,Resolved,terrestrial
121.774017,12.879721,菲律宾,Philippines,IN,Tilapia lake virus (Inf. with),,Emerging disease,2018/03/14,2019/07/22,15535,Validated,2948,Resolved,aquatic
25.48583,42.733883,保加利亚,Bulgaria,FUR_11,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2018/10/03,2019/07/09,15529,Validated,2700,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_5,Bluetongue virus (Inf. with) ,3,New strain in a zone or a compartment,2018/09/19,2019/07/05,15511,Validated,2698,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_2,Equine influenza virus (Inf. with),H3N8,Recurrence of an eradicated disease,2019/02/04,2019/07/05,15510,Validated,2890,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_3,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2018/04/17,2019/07/05,15509,Validated,2545,Resolved,aquatic
78.96288,20.593684,印度,India,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2018/11/15,2019/07/05,15507,Validated,2775,Resolved,terrestrial
30.217636,12.862807,苏丹,Sudan,IN,Equine influenza virus (Inf. with),Untyped or partially typed,First occurrence in the country,2019/04/15,2019/07/05,15506,Validated,2947,Resolved,terrestrial
,,,Zimbabwe,FUR_7,Foot and mouth disease virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2018/01/17,2019/10/17,15502,Validated,2464,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,Aethina tumida (Inf. with)(Small hive beetle)(2006-),,Recurrence of an eradicated disease,2019/06/18,2019/07/03,15499,Validated,2926,Resolved,terrestrial
,,,Vietnam,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2019/05/04,2019/07/03,15496,Validated,2905,Resolved,terrestrial
,,,United States of America,FUR_4,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Recurrence of an eradicated disease,2018/09/06,2019/07/08,15492,Validated,2670,Resolved,terrestrial
14.550072,47.516231,奥地利,Austria,IN,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/06/24,2019/07/01,15472,Validated,2939,Resolved,terrestrial
14.550072,47.516231,奥地利,Austria,IN,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/06/18,2019/06/26,15450,Validated,2933,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,IN,Newcastle disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2019/06/05,2019/06/25,15435,Validated,2931,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/14,2019/06/24,15432,Validated,2876,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_9,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2018/08/28,2019/06/24,15431,Validated,2650,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/05/07,2019/06/24,15430,Validated,2892,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/26,2019/06/24,15429,Validated,2885,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/30,2019/06/24,15428,Validated,2886,Resolved,terrestrial
18.49041,-22.95764,纳米比亚,Namibia,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,First occurrence in the country,2019/02/02,2019/06/20,15405,Validated,2803,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_1,Rabbit haemorrhagic disease ,RHDV2,Recurrence of an eradicated disease,2019/01/11,2019/06/21,15402,Validated,2794,Resolved,terrestrial
,,,Palestine,FUR_3,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/03/26,2019/06/19,15398,Validated,2854,Resolved,terrestrial
103.819836,1.352083,新加坡,Singapore,FUR_1,Leishmaniosis ,,Recurrence of an eradicated disease,2019/05/28,2019/07/17,15397,Validated,2923,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_2,Sheep pox and goat pox ,,First occurrence in a zone or a compartment,2019/04/25,2019/06/17,15386,Validated,2888,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Recurrence of an eradicated disease,2019/03/12,2019/06/17,15383,Validated,2837,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_2,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2019/05/08,2019/06/14,15374,Validated,2895,On-going,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/30,2019/06/14,15369,Validated,2911,Resolved,terrestrial
17.228331,26.3351,利比亚,Libya,FUR_3,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2019/04/25,2019/06/12,15366,Validated,2900,Resolved,terrestrial
67.709953,33.93911,阿富汗,Afghanistan,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5 (N untyped),Recurrence of an eradicated disease,2018/01/14,2019/06/10,15351,Validated,2459,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_1,Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes),HPR0,Recurrence,2019/02/18,2019/06/13,15341,Validated,2811,Resolved,aquatic
-14.452362,14.497401,塞内加尔,Senegal,FUR_4,Equine influenza virus (Inf. with),Pending,First occurrence in the country,2019/03/26,2019/06/03,15327,Validated,2860,Stable,terrestrial
90.433601,27.514162,不丹,Bhutan,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2019/04/06,2019/06/03,15324,Validated,2867,Resolved,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,FUR_6,African swine fever virus (Inf. with) ,,First occurrence in the country,2019/03/22,2019/06/03,15319,Validated,2857,Resolved,terrestrial
-51.92528,-14.235004,巴西,Brazil,IN,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2019/04/05,2019/05/31,15314,Validated,2919,Resolved,terrestrial
,,,Korea (Dem People's Rep. of),IN,African swine fever virus (Inf. with) ,,First occurrence in the country,2019/05/23,2019/05/30,15303,Validated,2916,On-going,terrestrial
-58.93018,4.860416,圭亚那,Guyana,IN,Duck virus hepatitis ,,First occurrence in the country,2019/03/24,2019/05/28,15290,Validated,2913,On-going,terrestrial
37.906193,-0.023559,肯尼亚,Kenya,FUR_2,Anthrax ,,Unexpected change or increase,2019/03/29,2019/05/27,15286,Validated,2864,Resolved,terrestrial
,,,Myanmar,IN,Anthrax ,,Recurrence of an eradicated disease,2018/04/09,2019/06/24,15280,Validated,2912,Resolved,terrestrial
19.503304,47.162494,匈牙利,Hungary,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2019/04/11,2019/05/24,15271,Validated,2869,Resolved,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,FUR_4,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/03,2019/05/24,15266,Validated,2862,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2019/04/09,2019/05/23,15264,Validated,2865,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_2,Tilapia lake virus (Inf. with),,Emerging disease,2018/07/04,2019/05/24,15260,Validated,2645,Resolved,aquatic
78.96288,20.593684,印度,India,IN,Red sea bream iridovirus (Inf. with),,First occurrence in the country,2018/01/18,2019/05/23,15259,Validated,2910,Resolved,aquatic
,,,Myanmar,FUR_2,Anthrax ,,Recurrence of an eradicated disease,2018/04/09,2019/05/22,15258,Validated,2558,Resolved,terrestrial
,,,Myanmar,FUR_2,Anthrax ,,Recurrence of an eradicated disease,2018/05/04,2019/05/22,15257,Validated,2559,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_19,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated disease,2018/06/07,2019/05/21,15250,Validated,2580,Resolved,terrestrial
17.228331,26.3351,利比亚,Libya,FUR_1,Peste des petits ruminants virus (Inf. with) ,,Recurrence of an eradicated disease,2019/01/27,2019/05/21,15249,Validated,2871,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,IN,Leishmaniosis ,,First occurrence in a zone or a compartment,2019/05/08,2019/05/21,15248,Validated,2909,Resolved,terrestrial
19.699024,48.669026,斯洛伐克,Slovakia,FUR_5,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2018/11/20,2019/06/06,15244,Validated,2812,Resolved,aquatic
18.732207,15.454166,乍得,Chad,IN,Rift Valley fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2018/09/03,2019/05/20,15240,Validated,2907,Resolved,terrestrial
18.732207,15.454166,乍得,Chad,FUR_2,African horse sickness virus (Inf. with) ,Untyped or partially typed,First occurrence in the country,2019/04/05,2019/05/20,15239,Validated,2879,Stable,terrestrial
