类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
热门,https://movie.douban.com/subject/35411552/,替身演员 The Valet,2022,喜剧/爱情,黄世宁,鲍勃·费希尔/罗布·格林伯格/弗朗西斯·韦贝尔,欧赫尼奥·德尔维斯/萨玛拉·维文/马克思·格林菲尔德/贝琪·勃兰特/卡门·萨丽娜斯/阿莫里·诺拉斯科/阿曼多·汤姆森/马利索·妮可/约翰·皮鲁切洛/拉维·帕特尔/阿莱克斯·费尔南德斯/诺埃米·冈萨雷斯/米丽娜·里韦罗/克里斯·加恩/威尔莫·卡德隆/薇薇安娜·查维斯/迈克·巴什/金永/Tiana Okoye/Carlos Santos/Diany Rodriguez/Joshua Vasquez,7.3,该片改编自2006年法国电影[替身演员]，维文将饰演一位电影明星，她请了一位名叫安东尼奥(德尔维斯饰)的泊车员冒充她的情人，以掩饰自己与一个已婚男子的关系。作为一名拉丁男仆，努力工作的安东尼奥过着几乎毫无身份的生活，但通过这件事，他开始得到大家的尊重。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2872434108.jpg
热门,https://movie.douban.com/subject/30345887/,热血 뜨거운 피,2022,动作,千明关,Cheon Myeong-Gwan/Kim Un-su,郑宇/金甲洙/崔武成/尹智慧/李宏内/玄奉植,6.3,《热血》以坐落于釜山码头——“九岩”上的“万里长酒店”为舞台，讲述一个黑社会组织的故事。郑宇饰演的是拳击选手出身的“万里长酒店”支配者以及“九岩”的流氓头目宋勇甘的手足锡秀一角。郑宇将在剧中表现出和人们想象中充满帅气和义气的黑社会组织不同，为了生存和生计而充斥着背信弃义，诡计多端，尔虞我诈，卑鄙下流的人类群像。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2868285768.jpg
热门,https://movie.douban.com/subject/35241052/,解禁男女 모럴 센스,2022,喜剧/爱情,朴贤真,朴贤真,徐贤/李濬荣/李艾/徐现宇/白贤珠/金汉娜/安承钧/金宝罗/李世亨,6.6,郑智厚（李浚荣 饰）是刚刚专职到公关部的代理，巧合的是，在公关部有一个名叫郑智宥（徐珠贤 饰）的职员，两人的名字竟然意外的相似。因为名字相似，某日，郑智宥误收了寄给郑智厚的包裹，打开之后震惊的发现里面竟然是一条情趣狗链，不过，这两人的关系因为这场社死而意外的变得亲密起来，郑智宥对于郑智厚开始有了别样的感觉。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2851252642.jpg
热门,https://movie.douban.com/subject/35498550/,仙后座 카시오페아,2022,上映日期,申渊植,安圣基/徐玄振,,7.4,《仙后座（Cassiopeia)》是一部有关“痴呆”的电影，讲述的是作为律师、母亲、女儿，想拥有完美人生而努力的秀珍（徐玄振 饰）患上痴呆症慢慢丧失记忆之后和父亲仁宇（安圣基 饰）之间的特别的相伴故事。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872437034.jpg
热门,https://movie.douban.com/subject/35372792/,老师，您能坐在我旁边吗？ 先生、私の隣に座っていただけませんか？,2021,剧情,堀江贵大,堀江贵大,黑木华/柄本佑/奈绪/金子大地/风吹淳,7.4,佐和子（黑木华 饰）和俊夫（柄本佑 饰）是一对结婚多年的夫妻，两人曾经都是漫画家，然而如今俊夫放弃了自己的漫画事业，只是给妻子做助手，而佐和子的事业则蒸蒸日上。负责佐和子的漫画的，是一位名叫千佳（奈绪 饰）的年轻编辑，实际上，千佳和俊夫之间有着不伦的感情，佐和子一直被蒙在鼓里。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2649675934.jpg
热门,https://movie.douban.com/subject/35059350/,坐推土机的少女 불도저에 탄 소녀,2022,上映日期,朴利雄,金惠奫/朴赫权,,6.2,讲述的是女儿惠英(金惠允饰)挖掘遭遇突如其来的事故中父亲行迹的故事。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872551914.jpg
热门,https://movie.douban.com/subject/20276229/,007：无暇赴死 No Time to Die,2021,动作/惊悚/冒险,凯瑞·福永,尼尔·珀维斯/罗伯特·韦德/凯瑞·福永/菲比·沃勒-布里奇/伊恩·弗莱明,丹尼尔·克雷格/拉米·马雷克/蕾雅·赛杜/安娜·德·阿玛斯/拉什纳·林奇/拉尔夫·费因斯/本·卫肖/丽莎-朵拉·桑尼/娜奥米·哈里斯/罗里·金尼尔/杰弗里·怀特/比利·马格努森/克里斯托弗·瓦尔兹/大卫·丹席克/达利·本萨拉赫/休·丹尼斯/普莉安卡·伯福德/皮奥·阿马托/贾文・普林斯/艾米·摩根/洛德斯·法比尔斯/菲利普·菲尔玛/Raymond Waring/可可·萨姆纳/戈登·亚历山大/戴维·奥拉瓦莱·阿印德/安德鲁·G·奥格尔比/吉安尼·卡尔切蒂/通恰伊·古奈什/泰·赫尔利/拉普洛斯·卡伦福佐斯/马里安·洛伦西克,6.6,世界局势波诡云谲，再度出山的邦德（丹尼尔·克雷格 饰）面临有史以来空前的危机，传奇特工007的故事在本片中达到高潮。新老角色集结亮相，蕾雅·赛杜回归，二度饰演邦女郎玛德琳。系列最恐怖反派萨芬（拉米·马雷克 饰）重磅登场，毫不留情地展示了自己狠辣的一面，不仅揭开了玛德琳身上隐藏的秘密，还酝酿着危及数百万人性命的阴谋，幽灵党的身影也似乎再次浮出水面。半路杀出的新00号特工（拉什纳·林奇 饰）与神秘女子（安娜·德·阿玛斯 饰）看似与邦德同阵作战，但其真实目的依然成谜。关乎邦德生死的新仇旧怨接踵而至，暗潮汹涌之下他能否拯救世界？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707553644.jpg
热门,https://movie.douban.com/subject/30442497/,特送 특송,2022,犯罪,朴大民,朴素丹/宋清晨/金义城/郑贤俊/延宇振,,6.5,该片是一部动作犯罪电影，被称为女版《大叔》，讲述了一个女人和一个少年不择手段地将所有给钱的物品全部送出的故事，朴素谈在片中饰演负责送货的张银河。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2799120314.jpg
热门,https://movie.douban.com/subject/27162630/,开心汉堡店 Bob's Burgers: The Movie,2022,喜剧/动画/歌舞,劳伦·布查德,劳伦·布查德/诺拉·史密斯/吉姆·达特里夫,H·乔恩·本杰明/约翰·罗伯茨/丹·明茨/尤金·米尔曼/克里斯汀·沙尔/大卫·韦恩/扎克·加利凡纳基斯/凯文·克莱恩/拉里·墨菲/盖瑞·科尔/保罗·F·汤普金斯/约翰·Q·库宾/尼克·克罗尔/克雷格·安东/大卫·赫尔曼/杰米·莫耶/布莱恩·赫斯基/斯蒂芬妮·比翠丝/乔丹·皮尔/罗布·许贝尔/帕维什·齐纳/妮可·拜尔/罗伯特·本·加兰特/劳拉·希尔维曼/阿兹·安萨里/山姆·塞德/保罗·路德/珍妮·斯蕾特/萨拉·西尔弗曼/阿什利·妮可·布莱克/布鲁克·迪尔曼/劳伦·布查德/凯蒂·克朗/菲尔·拉马/本·普罗斯基/米歇尔·拉夫,6.8,本片为热门动画《开心汉堡店》的电影版。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870024468.jpg
热门,https://movie.douban.com/subject/27305997/,椒麻堂会,2021,剧情,邱炯炯,邱炯炯,易思成/关南/邱志敏/薛旭春/顾桃/徐刚,8.8,演员过日子，举手投足就是一幕幕川剧，癫狂、苦涩、地道，烟火气刺鼻。百年的生活史，大大小小，就这样在舞台上下踉跄展开。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2666413657.jpg
热门,https://movie.douban.com/subject/35093796/,奇迹 기적,2021,剧情/爱情,李章焄,孙珠妍/李章焄,朴正民/林允儿/李星民/李秀卿,7.6,一部以真实故事为基础的虚构电影。以20世纪80年代为背景，讲述了在一个连路都很难找到的庆尚北道的乡下，和姐姐“宝京”一起生活的数学天才高中生“俊京”（朴正民 饰）的故事，俊京在女朋友“罗熙”（林允儿 饰）的帮助下与姐姐、村庄里的人们一起努力建造火车简易车站，李圣旻饰演俊京的父亲一角。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2678134977.jpg
热门,https://movie.douban.com/subject/35030151/,五个扑水的少年,2021,喜剧/运动,宋灏霖,缪倩/宋灏霖,辛云来/冯祥琨/李孝谦/吴俊霆/王川/辛柏青/代乐乐/衣云鹤/缪纪君/林鹏/王晴/韩秋池/姜永波/李大光/常海波/吴一逊/寇孑/周云枫/刘德昌/汪卓/邵逸凡,7.2,在我们普通的青春里，最疯狂的高光时刻会是什么？张伟（辛云来 饰）是一个长相普通、成绩中游的高二学生，是老师和妈妈眼中的「差生」。面对多方打压，他也渐渐对自己失去了信心，直到意外被任命为学校组建的男子花样游泳队队长，他一点点被改变……从来没有被人相信过的他面对队友高飞（李孝谦 饰）、陈铭涵（冯祥琨 饰）、蛐蛐（王川 饰）、王子（吴俊霆 饰）的信任，第一次有了想要赢一次的想法。为了心中重燃的热血，少年们决定一起迎接这场“男子花样游泳”的青春反击战……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2873274244.jpg
热门,https://movie.douban.com/subject/35083986/,刺猬索尼克2 Sonic the Hedgehog 2,2022,喜剧/动作/科幻,杰夫·福勒,帕特里克·凯西/乔什·米勒/约翰·惠廷顿,詹姆斯·麦斯登/金·凯瑞/本·施瓦茨/提卡·森普特/伊德里斯·艾尔巴/娜塔莎·罗斯韦尔/亚当·佩里/谢默·摩尔/李·马贾道布/科琳·欧肖内希/梅洛德·诺西普·尼曼/汤姆·巴特勒/布拉德·卡利利莫库/杰夫·桑卡/伊丽莎白·鲍恩/多恩·列夫/里斯·威廉姆斯/西蒙·钱/弗雷泽·科比特/奎因·厄利/马库斯·奥雷里奥/尼托·拉里奥萨/迈克·鲁菲诺,5.7,索尼克在绿丘镇安顿下来之后，就急着要证明自己有能力成为一名真正的英雄。当蛋头博士带着全新的搭档纳克鲁斯，又回来寻找一块力量强大足以毁灭人类文明的翡翠的时候，他就面对了另一个严峻的考验。这次索尼克和他自己的跟班塔尔斯携手合作，一起踏上一场环游世界的冒险旅程，希望能在那块翡翠落入坏人手中之前先找到它。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2871463816.jpg
热门,https://movie.douban.com/subject/34888057/,甘草披萨 Licorice Pizza,2021,剧情/喜剧,保罗·托马斯·安德森,保罗·托马斯·安德森,阿拉娜·哈伊姆/库珀·霍夫曼/斯凯勒·吉桑多/玛丽·伊丽莎白·埃利斯/约翰·迈克尔·辛吉斯/克斯汀·埃伯索尔/哈里特·桑塞姆·哈里斯/西恩·潘/汤姆·威兹/布莱德利·库珀/瑞恩·赫芬顿/内特·曼/本·萨弗迪/约瑟夫·克罗斯/丹妮尔·哈伊姆/埃斯特·哈伊姆/莫迪·哈伊姆/唐娜·哈伊姆/玛娅·鲁道夫/约翰·C·赖利/艾玛·杜蒙特/萨沙·斯皮尔伯格/德莱纳·米切尔/利兹·卡科斯基/泰勒·杨/Josh Monkarsh/马克斯·米切尔/Tim Conway Jr./伊亚娜·哈雷/艾米莉·奥尔索斯/克雷格·斯塔克/雷·蔡斯/可可·索伦/伊莎贝尔·库斯曼/雷·尼科尔森/贾亮/Harrison Bray/Will Angarola/Dexter Demme/River Cornwell/James Kelley/Dorie Samovitz/Savannah Ioakimedes/Adam Somner/Joshua Carl Allen/Karissa Reynafarje/Anna Cordell/Griff Giacchino,6.8,这部影片以20世纪70年代为背景，故事围绕一位高中生，讲述了阿拉娜·凯恩和加里·瓦伦丁在1973年在圣费尔南多谷成长、四处奔波和坠入爱河的故事。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867240673.jpg
热门,https://movie.douban.com/subject/34953744/,孵化 Pahanhautoja,2022,恐怖,汉娜·伯格霍尔姆,伊利亚·劳齐,西里·索拉林纳/索菲娅·黑基莱/亚尼·沃拉宁/雷诺·诺丁/Oiva Ollila/Ida Määttänen/萨伊亚·伦托宁/Stella Leppikorpi/Hertta Nieminen/Aada Punakivi/Hertta Karen/Jonna Aaltonen/Miroslava Agejeva,6.3,本片讲述一个12岁的完美主义女孩发现了一个奇怪的蛋，她把蛋藏起来不让苛刻的母亲看到。而当蛋孵化时，一个像鸟一样的生物出现了。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2633032885.jpg
热门,https://movie.douban.com/subject/35871767/,东北告别天团,2022,喜剧,崔志佳,崔志佳/王子扬,崔志佳/宋晓峰/张琪/老四/刁彪/李昆鹰/于洋/孙越/梁龙/赵海燕/张子栋/韩彦博/衣云鹤/美娜/李会长,5.9,范大明白（崔志佳 饰）在东北从事着白事行业，与众不同的是，范大明白愿意接纳刑满释放的人，为他们提供工作机会。这一天，一名叫做牛硬朗（宋晓峰 饰）的男人来到店里，抛出了豪华大单——三百万的葬礼，范大明白及团队惊讶不已……在办葬礼的过程中，范大明白和牛硬朗才发现，原来二人之间的渊源不止如此……,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872048832.jpg
热门,https://movie.douban.com/subject/34970181/,亚当计划 The Adam Project,2022,喜剧/动作/科幻,肖恩·利维,乔纳森·崔普尔/T·S·诺林/珍妮佛·弗莱基特/马克·莱温,瑞安·雷诺兹/沃克·斯科贝尔/马克·鲁弗洛/詹妮弗·加纳/佐伊·索尔达娜/凯瑟琳·基纳/小亚历克斯·马里亚里/布拉克斯顿·比肯/卡斯拉·王/露西·格斯特/唐纳德·沙利斯/埃斯特·李/本·威尔金森/以赛亚·海格特/米洛·山德尔,6.3,一名飞行员穿越时空，与年轻的自己和已故的父亲一起面对过去，拯救未来。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2869545761.jpg
热门,https://movie.douban.com/subject/35498086/,留在身旁 Don't Make Me Go,2022,剧情,汉娜·马克斯,薇拉·赫伯特,约翰·赵/米娅·伊萨克/卡雅·斯考达里奥/乔希·汤姆森/奥蒂斯·丹吉/斯蒂芬妮娅·欧文/米切尔·霍普/Jen Van Epps/杰梅奈·克莱门特/Quentin Warren/伊丽莎白·霍桑/Graham Vincent/乔丹·穆尼/Timothy MacDonald/Madeleine McCarthy/Jade Harlow/西蒙·米德/Arlo Gibson/Claire Chitham/莫嘉娜·奥莱利/汉娜·马克斯,6.6,"When a single father to a teenage daughter learns that he has a fatal brain tumor, he takes her on a road trip to find the mother who abandoned her years before and to try to teach her everything she might need over the rest of her life.",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2874257442.jpg
热门,https://movie.douban.com/subject/35712836/,奇巧计程车 剧场版 オッドタクシー イン・ザ・ウッズ,2022,动画,木下麦,此元和津也,花江夏树/饭田里穗/木村良平/山口胜平/三森铃子/小泉萌香/村上真夏/昴生/亚生/福田佑亮/津田篤宏/たかし/村上知子/浜田賢二/酒井广大/齐藤壮马,6.1,性格乖僻、沉默寡言的出租车司机小户川，卷入女子高中生失踪事件。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867213913.jpg
热门,https://movie.douban.com/subject/30344474/,暗处的女儿 The Lost Daughter,2021,剧情,玛吉·吉伦哈尔,玛吉·吉伦哈尔/埃莱娜·费兰特,奥利维娅·科尔曼/达科塔·约翰逊/彼得·萨斯加德/杰西·巴克利/保罗·麦斯卡/阿尔芭·罗尔瓦赫尔/奥利弗·杰森-科恩/达格玛拉·多敏齐克/杰克·法辛/艾德·哈里斯/帕诺斯·科罗尼斯/瓦西利斯·科卡拉尼/尼克斯·普尔索尼迪斯/Ellie James/Yiannis Cheliotis/Abe Cohen/Ellie Mae Blake,7.5,莱达（奥利维娅·科尔曼饰）一个人前往海滩度假，在海滩上，她注意到一对年轻母女，并难以移开视线。她们之间引人注目的关系，以及她们吵闹、绝非善茬的家庭成员都让莱达感到不安，她想起自己刚做母亲时的恐惧、困惑和种种劳苦。一个无心之举，更是将莱达抛入了连她自己都感到陌生和不祥的内心世界，在那里，她看到了自己的过去：在她还是一名年轻妈妈时，她做出了非同寻常的选择，并迎来一系列后果。该片是玛吉·吉伦哈尔的导演处女作，她将埃琳娜·费兰特的小说改编为该片的剧本。《暗处的女儿》主演阵容还包括达科塔·约翰逊、杰西·巴克利、艾德·哈里斯、彼得·萨斯加德、保罗·麦斯卡和达格玛拉·多敏齐克。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2689478834.jpg
热门,https://movie.douban.com/subject/26140265/,新生化危机 Resident Evil: Welcome to Raccoon City,2021,动作/科幻/恐怖,约翰内斯·罗伯茨,约翰内斯·罗伯茨,汉娜·乔恩-卡门/卡雅·斯考达里奥/尼尔·麦克唐纳/汤姆·霍珀/罗比·阿梅尔/阿万·乔贾/唐纳尔·罗格/高莉莉/内森·达莱斯/斯蒂芬妮·霍金斯/乔什·克鲁达斯/查德·洛克/珍妮特·波特/帕梅拉·麦克唐纳/霍莉·德·巴罗斯/萨米·阿泽罗/帕特·桑顿/达伦·W·马吕努克/卡森`曼宁,4.6,浣熊市曾是蓬勃发展的制药巨头——伞公司(Umbrella Corporation)的总部所在地，现在却是一个死气沉沉的中西部小镇。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2692391480.jpg
热门,https://movie.douban.com/subject/34981939/,偷窥者 The Voyeurs,2021,惊悚,迈克尔·莫汉,迈克尔·莫汉,西德妮·斯威尼/贾斯蒂斯·史密斯/本·哈迪/刘承羽/Katharine King So/Cait Alexander/Caitlyn Sponheimer/Daniel Grogan/Madelline Harvey/Sarah Donna/Noah Parker/Emily Shelton/Blessing Adedijo/Jillian Harris/Jimmy Caspeur,6.8,皮帕和托马斯搬进了他们梦寐以求的公寓，他们注意到他们的窗户正对着对面的公寓——邀请他们亲眼目睹街对面这对迷人夫妇的不稳定关系。但当他们试图以匿名方式介入他们的生活时，他们不知不觉地引发了一系列将导致灾难的事件。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2681328483.jpg
