类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
热门,https://movie.douban.com/subject/35390972/,粘在一起的隔离 8 Rue de l'Humanité,2021,喜剧,丹尼·伯恩,丹尼·伯恩/洛朗斯·阿尔内,丹尼·伯恩/洛朗斯·阿尔内/弗朗索瓦·达密安/伊万·阿达勒/Jorge Calvo/艾莉森·惠勒/汤姆·里布/莉莲娜·罗维埃/娜威尔·玛达尼/艾丽·赛门,7.5,当巴黎在疫情期间进入封锁状态时，公寓楼里各式各样的居民必须适应一种新生活。该片由丹尼·伯恩自导自演，弗朗索瓦·达密安 、劳伊万·阿达勒共同出演了这部温馨又充满趣味的隔离生活影片。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2712253103.jpg
热门,https://movie.douban.com/subject/33973077/,皮皮鲁与鲁西西之罐头小人,2021,喜剧/儿童/奇幻,于飞,于飞,洪悦熙/庄则熙/田雨/刘一莹/于书瑶/温淳棣/刘向卿/李淏东/朱近桐/白瑶/郑渊洁,6.2,皮皮鲁和鲁西西是一对双胞胎兄妹，鲁西西成绩优异，皮皮鲁调皮贪玩。有一天鲁西西在家里发现了一个奇怪的罐头，罐头里面出现了五个只有火柴棍高的小人，鲁西西给他们分别起名博士、上尉、艺术家、歌唱家、外交官。皮皮鲁与鲁西西这对兄妹在结识了五位罐头小人后，使他们的学习和生活发生了翻天覆地的变化，开启了一系列奇幻冒险趣事。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2680748636.jpg
热门,https://movie.douban.com/subject/35700386/,爱的千丝万缕 Il filo invisibile,2022,剧情/喜剧/同性,马克·普西奥尼 Marco S. Puccioni,马克·普西奥尼 Marco S. Puccioni,菲利波·蒂米/弗兰切斯科·夏纳/Francesco Gheghi/Mauro Conte/Matteo Oscar Giuggioli/乔迪·梅/Giulia Maenza/Alessia Giuliani,7.6,有两位父亲的十几岁少年制作了一部有关双亲的纪录片，却不料离奇的情节开始在他的家中真实上演。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2869268162.jpg
热门,https://movie.douban.com/subject/35115642/,平行森林,2019,科幻/悬疑,郑雷,郑雷,唐小然/赵小东/刘蔚森,6.4,杜燕在车祸中失去了年幼的儿子，万念俱灰的她住在自家经济不景气的森林会所，失去了生活的动力。丈夫白岭的贴心关怀，反倒平添她的伤感。一个清晨，巡视森林的她遇到了另一个“自己”，跟随着那个人，她来到了一个平行世界的进出口并踏过了那扇门，而这也是一场噩梦的开始。在不同的空间里，她遇到了性格完全不同的丈夫、哥哥，而且每个空间的现实都不尽相同，同时，她也遭遇到了各种危险，并差点丧命。最终她得出结论，要杀掉某个空间的自己取而代之，才可以平息这一切。可善良的她终究难以下手，渐渐的，她成了游荡在平行空间中的鬼魂一样的存在，直到不经意间，她回到了看似自己原来空间的地方，而这一场梦境，似乎还未结束。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2692942421.jpg
热门,https://movie.douban.com/subject/34891825/,巨型漏洞 Bigbug,2022,喜剧/科幻,让-皮埃尔·热内,让-皮埃尔·热内/纪尧姆·洛朗,艾尔莎·泽贝斯坦/伊莎贝尔·南蒂/斯特凡·德·胡特/多米尼克·皮侬/奥尔本·勒努瓦/安德烈·杜索里埃/克洛德·佩隆/塞夫·哈杰迪/弗朗西斯·利范德/Claire Chust/Sébastien Gill/Marysole Fertard,6.5,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867169343.jpg
热门,https://movie.douban.com/subject/35377057/,KIMI,2022,剧情/惊悚/犯罪,史蒂文·索德伯格,大卫·凯普,佐伊·克罗维兹/丽塔·威尔逊/戴文·雷特瑞/埃丽卡·克里斯滕森/茵地亚·德·比尤福特/罗宾·吉文斯/杰米·卡米尔/贾克波·瓦格斯/Leona Britt/查尔斯·哈尔福德/Emily Kuroda/凯勒布·埃默里/Derek DelGaudio/Noelle E Parker/Tanja Smith/拜伦·鲍尔斯/艾利克斯·多布兰口/爱德华多·莱斯卡诺/凯尔·斯托尔茨,6.2,#好莱坞影讯# 史蒂文·索德伯格下一部导演作品浮出水面，其将执导新片[冷酷不够热](KIMI)，佐伊·克罗维兹领衔主演，该片也将在HBO Max首映。影片剧本由大卫·凯普撰写，讲述了一位有人群心理障碍的技术工作者，在普通数据流审阅过程中发现了暴力犯罪的记录证据，并尝试在其公司的指挥系统中进行报告。面对强大阻力和官僚主义，她意识到为了参与其中，她将不得不做她最担心的事情——离开她的公寓。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2867199565.jpg
热门,https://movie.douban.com/subject/35685660/,2021去死 Death to 2021,2021,喜剧,Jack Clough,Ben Caudell,休·格兰特/刘玉玲/戴安·摩根/崔茜·尤玛/萨姆森·卡约/乔·基瑞/斯托卡特·詹宁/威廉·杰克森·哈珀/克里斯汀·米利欧缇/尼克·穆罕默德,7.0,比起2020年，2021年可说是不遑多让。本片以黑暗喜剧手法，结合真实新闻画面和照稿演出的访问，回顾这风云变幻的一年。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2804529364.jpg
热门,https://movie.douban.com/subject/33446375/,地陷 싱크홀,2021,剧情/灾难,金志勋,全哲洪,车胜元/金成均/李光洙/南多凛/高昌锡/金慧埈,5.8,该片是一部讲述因一幢新建别墅掉进水洞而被困的人们的故事的灾难电影，由《华丽的休假》、《摩天楼》的导演金志勋执导。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2675546699.jpg
热门,https://movie.douban.com/subject/30433388/,男子游泳部：最后的划水 剧场版前篇 劇場版 Free!-the Final Stroke- 前編,2021,动画/运动,河浪栄作,岛崎信长/铃木达央/宫野真守/代永翼/平川大辅/渡边明乃/雪野五月/津田健次郎/宫田幸季/家中宏,,7.8,作为系列最终章的本次剧场版，将描绘挑战世界的遥等人。主角一行人所前往的新舞台，是过去曾经造访过的雪梨。在展开旅途之前的休息期间，遥偶然遇上了与曾在日本选拔大会中对战的选手，并展现了自己的斗志。而在雪梨的大赛中，来自各方的选手们将展开激烈的竞争。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2827407416.jpg
热门,https://movie.douban.com/subject/30400539/,罪人 The Guilty,2021,剧情/惊悚/犯罪,安东尼·福奎阿,尼克·皮佐拉托/古斯塔夫·莫勒/埃米尔·尼加德·阿尔伯森,杰克·吉伦哈尔/伊桑·霍克/丽莉·吉欧/彼得·萨斯加德/保罗·达诺/克里斯蒂娜·怀道尔/伊莱·格里/达明·乔伊·伦道夫/大卫·卡斯塔尼达/阿德里安·马丁斯/贝基·吴/博·纳普/艾迪·帕特森/吉莲·珍塞尔/T.J.若托罗/比尔·伯尔/迪伦·兰恩/玛琳娜·福特/Bret Eric Porter/Christiana Montoya/Maurice Webster/Oscar Balderrama,6.5,该电影背景设定在 911 紧急呼叫中心的一个早上。呼叫接线员乔·贝勒（吉伦哈尔饰）试图拯救一名危在旦夕的呼叫者，但他很快发现事实并非如此，而面对真相是摆脱困境的唯一办法。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2680985686.jpg
热门,https://movie.douban.com/subject/35489154/,狐妖小红娘·月红2,2021,剧情/动画,刘向东,庹小新/竹林闲者/村越繁,张杰/刘校妤/杨天翔,6.8,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2672963793.jpg
热门,https://movie.douban.com/subject/35023648/,恋爱寄生虫 恋する寄生虫,2021,爱情,柿本健作,山室有纪子,林遣都/小松菜奈/井浦新/石桥凌,5.4,林遣都、小松菜奈将主演新片[爱情寄生虫](恋する寄生虫，暂译)。影片由MV、广告导演柿本宪作执导，改编自大热同名小说，故事围绕年轻人高坂由于性格极其天真故而孤零零地过着自己的时光，没有和任何人建立人际关系，也正是因为这样的性格，他决定照顾因恐惧症而拒绝上学的女孩佐薙。高坂对佐薙的厌世态度感到厌倦，但他却慢慢意识到，这是佐薙为了掩饰自己内心的脆弱，高坂开始并变得富有同情心。为了即将到来的圣诞节，两个人决意携手冲破内心的枷锁，并因此相互吸引，坠入爱河。影片将于2021年日本上映。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2691848689.jpg
热门,https://movie.douban.com/subject/34881663/,门徒 The Protégé,2021,动作/惊悚/犯罪,马丁·坎贝尔,理查德·温克,李美琪/迈克尔·基顿/塞缪尔·杰克逊/大卫·瑞托/帕特里克·麦拉海德/雷·费隆/奥利·普费弗/罗伯特·帕特里克/小弗洛林·皮尔斯齐/杜铎·奇里拉/沃利扎·比尼夫/乔治·皮斯特拉努/伊娃·努金·索森/亚历克斯·博尔达/塔尼娅·凯勒/塔伊·阿特沃尔/卡罗琳·朗奎/丽琪达·卡里/大卫·斯特恩/杰克·德格斯/唐·迈克尔·保罗,5.7,故事围绕伦勃朗(基顿饰)和安娜(李美琪饰)展开，这两个世界上最顶级的杀手将揭露一段发生在越南的神秘往事。多年来，他们游遍全球来互相争夺最抢手的合同。但当安娜的导师穆迪(杰克逊饰)被谋杀时，她和伦勃朗必须结盟，返回越南追捕凶手。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2661661947.jpg
热门,https://movie.douban.com/subject/34873745/,算牌人 The Card Counter,2021,剧情/惊悚/犯罪,保罗·施拉德,保罗·施拉德,奥斯卡·伊萨克/蒂凡尼·哈迪斯/泰伊·谢里丹/威廉·达福/亚历山大·巴巴拉/鲍比·C·金/叶卡捷琳娜·贝克/布莱恩·特朗/迪伦·弗拉施纳/刘晨芝/乔尔·迈克利/比利·斯洛特/约翰·希亚拉彻,6.2,泰尔素日只想玩牌，而奇克是一个脆弱易怒的年轻人，奇克正在寻求帮助，来执行他对军事上校(达福饰)的复仇计划。泰尔也在奇克身上看到了复仇的希望。得益于神秘的赌博金主拉·琳达(哈迪斯饰)的支持，泰尔带领奇克在赌场间辗转，直到三人的目光投向赢得在拉斯维加斯举行的世界扑克大赛。但事实证明，令奇克保持专注是行不通的，同时泰尔也被拖回了他过去的黑暗阴影中。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2676919475.jpg
热门,https://movie.douban.com/subject/34943349/,疯女人的舞会 Le Bal des folles,2021,惊悚,梅拉尼·罗兰,梅拉尼·罗兰,梅拉尼·罗兰/璐·德·拉格/凯撒·东布瓦/本杰明·瓦赞/艾玛纽尔·贝克特/塞德里克·康/科拉莉·吕西耶/玛尔蒂娜·舍瓦利/Grégoire Bonnet/安德烈·马尔孔/瓦莱丽·斯特罗/Christophe Montenez/Valentine Cadic/Mathilde Roehrich/Lomane de Dietrich,7.4,Eugénie是生活在19世纪一位光芒四射充满热情的姑娘。她有一种特殊的天赋：听得到看得见过世的人。当她的家人发现这个秘密以后，她就被爸爸和兄弟送到神经病诊所萨尔佩特里尔医院，这让她完全没有可能逃脱她的命运了。这个诊所是由著名的Charcot教授管理，他是著名的神经学专家和精神病专家先锋，收容被诊断为歇斯底里、疯狂和癫痫以及所有类型的躯体和精神障碍女病人。Eugénie接下来的道路将会遇到Geneviève，神经科女护士，这位护士的生活在她眼前流逝，可她去从未真正活过。她们的相遇将会改变她们的命运。她们准备着Charcot教授每年在诊所举行的著名《疯美人舞会》。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2667391667.jpg
热门,https://movie.douban.com/subject/35478677/,GIVEN 反面的存在 ギヴン うらがわの存在,2021,爱情/动画/同性,大桥明代,绫奈由仁子,矢野奖吾/内田雄马/中泽匡智/江口拓也/今井文也,7.7,「不能說再見，我仍然隨你的迴聲漂流」,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2654505899.jpg
热门,https://movie.douban.com/subject/33447864/,掘金 Gold,2022,惊悚,安东尼·海斯,安东尼·海斯/Polly Smyth,扎克·埃夫隆/安东尼·海斯/苏茜·波特/Akuol Ngot/Thiik Biar/Andreas Sobik,6.2,萨姆·沃辛顿将主演惊悚片[掘金](Gold，暂译)。本片由安东尼·海耶斯执导，并与波莉·史密斯共同撰写剧本。该故事讲述两名男子穿越偏远沙漠，偶然发现了他们认为是迄今为止发现的最大金块。于是他们策划了一个挖掘宝藏的计划，一人交托了保护设备，另一人留在后方看护发现的金子。本片将于9月在南澳大利亚开拍。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2766683184.jpg
热门,https://movie.douban.com/subject/35557589/,行车记录仪 DASHCAM,2021,恐怖/奇幻/冒险,罗布·萨维奇,杰玛·赫莉/罗布·萨维奇/杰德·谢帕德,安妮·哈迪/阿默·查达·帕特尔/安吉拉·埃纳霍罗/杰玛·摩尔/莫加利·马苏库/塞兰·巴克斯特/詹姆斯·斯旺顿/卡罗琳·沃德/爱德华·利纳德/乔舒亚·西格特/George Keeler/Faith Kiggundu/艾玛·路易斯·韦伯,5.7,两个朋友开始了一次恐怖刺激的公路旅行，直播了他们一生中最恐怖的夜晚。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872925792.jpg
热门,https://movie.douban.com/subject/30391140/,致埃文·汉森 Dear Evan Hansen,2021,剧情/歌舞,斯蒂芬·卓博斯基,史蒂文·莱文森/本吉·帕塞克/贾斯汀·保罗,本·普拉特/朱丽安·摩尔/凯特琳·德弗/艾米·亚当斯/丹尼·皮诺/科尔顿·瑞安/阿曼德拉·斯坦伯格 /尼克·多达尼/艾萨克·鲍威尔/Avery Bederman/Gerald Caesar/DeMarius Copes/Liz Kate/Tommy Kane/Marvin Leon/金·罗森,6.7,聚焦青少年自杀、心理疾病等问题，讲述一个深受社交恐惧折磨的高中生编造故事，试图接近一个已自杀的同学的家庭。对“局外人”、心理创伤和人性的探讨细腻、私人，触动心灵。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2677200573.jpg
热门,https://movie.douban.com/subject/35390650/,我的樱花恋人 桜のような僕の恋人,2022,剧情/爱情,深川荣洋,宇山佳佑/吉田智子,中岛健人/松本穗香/永山绚斗/樱井由纪/柳俊太郎/若月佑美/要润/真岛秀和/及川光博,6.5,热卖超过 70 万本的爱情小说《我的樱花恋人》终于改编成电影版本！,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867193003.jpg
热门,https://movie.douban.com/subject/35634039/,假面骑士：超越世代 仮面ライダー ビヨンド・ジェネレーションズ,2021,剧情/动作/科幻,柴崎贵行,毛利亘宏,内藤秀一郎/前田拳太郎,8.1,"性格热心又重视家人的「五十岚一辉」，在家族经营的「幸福澡堂」捡到了一个装有老旧票券的失物。他将失物拿去送还给失主「百濑秀夫」的路上，突然遭遇强敌袭击！一辉和寄宿在体内的恶魔「拜斯(VICE)」一起变身成「假面骑士REVICE」，和赶来助阵，并可以变身为「假面骑士圣刃(SABER)」的小说家「神山飞羽真」一起联手抗敌，但还是陷入了苦战。没料到身份成谜的「假面骑士CENTURY」，不知为何从未来的2071年回到现在，并突然攻击了他们，使得一辉跟飞羽真只能暂时撤退…。「假面骑士CENTURY」究竟是何方神圣？为什么要袭击同样是假面骑士的他们？握有整个故事关键的神秘研究员「百濑龙之介」，将向众人揭开假面骑士史上最大的秘密！""",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2703732159.jpg
热门,https://movie.douban.com/subject/34981294/,沸点 Boiling Point,2021,剧情/惊悚,菲利普·巴兰蒂尼,菲利普·巴兰蒂尼/詹姆斯·卡明斯,斯蒂芬·格拉汉姆/雯叶特·罗宾逊/爱丽丝·菲塔姆/杰森·弗莱明/Hannah Walters/马拉基·卡比/Izuka Hoyle/塔兹·斯盖拉/Lauryn Ajufo/雷·潘莎基/洛德斯·法比尔斯/Daniel Larkai/Robbie O'Neill/安妮·罗斯·戴利/罗莎·埃斯科达/托马斯·库姆斯/菲利普·希尔·皮尔逊/乔丹·亚历桑德拉,7.4,在伦敦最火爆的餐厅一年中最忙碌的夜晚，魅力超凡的主厨安迪·琼斯努力寻求在个人与职业危机间维持平衡。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867644213.jpg
热门,https://movie.douban.com/subject/34990918/,空白,2021,剧情,吉田惠辅,吉田惠辅,古田新太/松坂桃李/田畑智子/藤原季节/趣里/伊东苍/片冈礼子/寺岛忍,7.3,电影《空白》突显现代人与人的关系、家庭羁绊与媒体的真实面目，什么是真的？谁是正义？思绪在意想不到的地方朝着危险方向上被放大，反映了现代社会。登场角色们，在爱和恨的尽头呈现出全体受害者与加害者的样子，将乍看愤世嫉俗的题材混用讽刺的黑色幽默的手法来描绘。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2673290266.jpg
热门,https://movie.douban.com/subject/35320334/,犀牛 Носоріг,2021,剧情/犯罪,奥列格·谢佐夫,奥列格·谢佐夫,Serhii Filimonov/Evhen Chernykov/Yevhen Grygoriev/Alina Zievakova/Mariia Shtofa/Irina Mak/Serhiy Smiyan/Dmytro Lozovskyi/Ivan Tamashev/Dmytro Dima/Oleksandr Rudynskyy/Yevhen Svitlychnyi/Serhii Maydebura/Vladyslav Derduga/Georgiy Povolotskiy/尤里·库利尼奇,6.3,在20世纪90年代的乌克兰，一个绰号“犀牛”的年轻人从一个小偷开始，很快在犯罪集团中步步高升。犀牛只知道权力和残酷，但没有什么可失去的了，他最终能找到救赎的机会吗？,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2681168491.jpg
热门,https://movie.douban.com/subject/35320636/,莱奥诺拉的告别 Leonora Addio,2022,剧情,保罗·塔维亚尼,保罗·塔维亚尼,法比齐奥·费拉卡尼/马泰奥·皮蒂鲁蒂/Dania Marino/多拉·贝克尔/娜塔丽·拉布蒂·戈麦斯/克劳迪奥·比加利/罗贝托·埃利茨卡/Robert Steiner/Luca Ghillino/Simone Ciampi/Biagio Barone/Giuseppe Lo Piccolo/Federico Tocci/Jessica Piccolo Valerani/Giuseppe Spata/Giulio Pampiglione,7.1,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867816862.jpg
热门,https://movie.douban.com/subject/35442148/,岳父大人 Father of the Bride,2022,剧情/喜剧/爱情,盖瑞·阿拉兹拉奇,马特·洛佩兹,安迪·加西亚/阿德里娅·阿霍纳/迪耶戈·博内塔/葛洛丽亚·伊斯特芬/伊莎贝拉·莫奈/克洛伊·菲内曼/劳拉·哈灵/恩里克·穆西安诺/Chelsea Alana Rivera/James J. Zito III/南茜·德·梅奥/Ruben Rabasa/凯西·托马斯·布朗/佩德罗·达米安/玛卡瑞娜·阿查加/Celine Alva/谢鹤群/杰弗里·保罗·瓦伦蒂/丹妮·海芙琳/华金·蒙特斯,6.1,本片将聚焦一个古巴裔美国家庭，围绕一位准新娘的父亲如何面对女儿的婚礼展开。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872791871.jpg
热门,https://movie.douban.com/subject/35197314/,警察局 Copshop,2021,动作/惊悚,乔·卡纳汉,科特·麦克劳德/乔·卡纳汉,弗兰克·格里罗/杰拉德·巴特勒/托比·哈斯/亚历克西斯·拉奥特/泰特·弗莱彻/瑞恩·欧南/何塞·巴勃罗·坎蒂略/基思·雅各/Armida Lopez/大卫·沃恩/Yvette Fazio-Delaney/凯维·莱曼-默塞尤/瓦妮塔·卡拉/马可·莫拉莱斯/马歇尔·库克/克里斯托弗·迈克尔·霍利/罗伯特·沃克·布兰乔德/特雷西·邦纳/Dez,6.0,狡猾的骗子泰迪·穆雷托（弗兰克·格里罗饰）驾驶着满是子弹的皇冠维克在内华达沙漠中呼啸驰骋。为了躲避杀手鲍勃·维迪克（杰拉德·巴特勒饰），他制定了一个计划：袭击初出茅庐的警察瓦莱丽·杨（亚历克西斯·劳德饰) ，令其将自己逮捕并关押在小镇警察局。但显然，监狱不能长久保护穆雷托。维迪克同样通过计谋进入拘留所，寻找完成刺杀任务。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2756608100.jpg
热门,https://movie.douban.com/subject/35243106/,黑蟹行动 Svart krabba,2022,动作/惊悚,亚当·伯格,亚当·伯格/佩尔·雷德斯特罗姆,劳米·拉佩斯/雅各布·奥福特布罗/达尔·萨利姆/阿达兰·埃斯迈利/Aliette Opheim/Erik Enge/Cecilia Säverman/Martin Hendrikse/Ilir Latifi,5.8,《黑蟹行动》是一部瑞典动作惊悚片，背景设定在因战争而四分五裂的末日后世界。在一个漫长而严酷的冬天，六名士兵开始了一项秘密任务 — 冒着生命危险穿越冰冻的群岛运送一个据说能结束战争的包裹。当他们进入敌人的领地时，他们不知道前方会有什么危险，也不知道自己可以信任谁（如果有的话）。但对于速滑运动员出身的士兵卡罗琳·埃德来说，这个任务完全是另一回事。《黑蟹行动》由劳米·拉佩斯主演，亚当·伯格担任导演，讲述了六名士兵为了结束摧毁他们生活的战争而执行一项艰巨任务。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2868724885.jpg
热门,https://movie.douban.com/subject/35547169/,私人荒漠 Deserto particular,2021,剧情/同性,阿莱·穆里蒂巴,Henrique Dos Santos/阿莱·穆里蒂巴,安东尼奥·萨博亚/Pedro Fasanaro/Luthero Almeida/托马斯·阿基诺/莱拉·加林/Sandro Guerra/Otavio Linhares/泽兹塔·马托斯/Cynthia Senek,7.0,一名警察在经过内部调查后被停职，他在全国各地游荡，寻找自己的网恋对象。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2836001768.jpg
热门,https://movie.douban.com/subject/34894551/,北海 Nordsjøen,2021,剧情/动作/惊悚,约翰·安德烈亚斯·安德森,哈拉尔·罗斯诺瑙·艾格/拉尔斯·古默斯塔,克里斯汀·库亚斯·托普/Henrik Bjelland/罗尔夫·克里斯蒂安·拉森/安德斯·巴斯莫·克里斯蒂安森/比约恩·弗洛伯格/安尼克·冯·德·利佩/Christoffer Staib/Ane Skumsvoll/坚吉兹·阿尔/Nils Elias Olsen/Daniel Frikstad/Halfdan Hallseth/Renate Hellerud/Karina Knight/Hibba Najeeb/威达·桑登,6.1,挪威海岸上的一个石油钻井平台突然倒塌，研究人员意识到这只是更严重事件的开始，试图找出发生了什么。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2868993589.jpg
热门,https://movie.douban.com/subject/35150248/,冤家宜解不宜结,2021,剧情/喜剧/犯罪,邢冬冬,李洪绸/刘爱银/车志刚/周扬帆/邢冬冬/王秀月/王飞虎,邵庄/杨羽/耿晓辉/王辰昊/安宁/邢冬冬/王冬/车志刚/大牛/王秀月/包志强/周扬帆,6.7,邱天与小智是邻居，两人因为作息时间相反，频生摩擦，矛盾不断升级。邱天的手机不慎毁坏，此刻他又急需手机，向其他邻居求助无果，最终不得不向“死对头”小智求助。过程中，邱天弄丢了小智的手机卡。两人被迫共用一部手机，成为命运共同体。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2723194489.jpg
热门,https://movie.douban.com/subject/30327625/,灵魂脱离者 유체이탈자,2021,科幻,尹宰根,尹启相/朴勇宇/林智妍/刘承睦/朴智焕/李成旭/洪基俊/徐现宇/李云山,,6.3,由#尹启相# 、#朴龙宇# 、#林智妍# 主演的电影《灵魂脱离者》确定将于11月24日上映。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2708311629.jpg
热门,https://movie.douban.com/subject/35576388/,诡屋惊魂 No One Gets Out Alive,2021,悬疑/惊悚/恐怖,桑迪亚哥·蒙希尼,乔恩·克罗克/亚当·奈韦尔/Fernanda Coppel,马克·门查卡/克里斯蒂娜·罗朵/维多利亚·阿尔考克/大卫·巴雷亚/乔安娜·博尔哈 /米切尔·马伦/何塞‧帕尔马/Alejandro Akara/Jeff Mirza/Vala Noren/David Figlioli/Moronke Akinola/Baba Oyejide/Pepa Duarte,5.6,安巴尔是一名追寻美国梦的移民，但在被迫住进一栋寄宿公寓后，她发现自己陷入了一场无法逃脱的噩梦。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2681062261.jpg
热门,https://movie.douban.com/subject/35342564/,爱在托斯卡纳 Toscana,2022,剧情/爱情,迈赫迪·阿瓦兹,迈赫迪·阿瓦兹/尼古拉·谢尔菲格,克里斯蒂安娜·德朗娜/图厄·埃尔斯特德·拉斯姆森/ 塞巴斯汀·杰森/安德斯·麦特森/拉克·温特·安德森/萨拉·朱尔·威纳/格茜塔·诺比/阿里·亚历山大/安德里亚·博斯卡/Christopher/Karoline Brygmann/Christoffer Jindyl/Pino Ammendola/Karla Avaz/Vincent Nørby Avaz,6.3,当一位丹麦厨师前往托斯卡纳出售他父亲的生意时，他遇到了一位当地妇女，她激励他重新思考他对生活和爱情的态度。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2873227855.jpg
热门,https://movie.douban.com/subject/35584330/,烈日阳光 Солнцепёк,2021,战争,马克西姆·布里乌斯,Vladimir Izmailov,弗拉基米尔·伊林/玛丽娜·杰尼索娃/斯维特拉娜·特伦季耶娃/Nikita Terentev/安娜·索罗科/娜杰日达·米哈尔科娃/Ilya Vlasov/Nataliya Mats/Anastasiya Baklanova/Lyudmila Yurova/Ruslan Alekseev/Milana Konvensarova,7.8,卢甘斯克地区，2014 年 5 月。Novozhilov 一家偶然发现自己身处卢甘斯克的各种事件之中。弗拉德·诺沃日洛夫（Vlad Novozhilov）曾是阿富汗战争的参与者。他知道什么是战争，在他那个时代已经看到了足够多的战争恐怖，原则上他甚至不想碰武器。在某种情况下，他只看到一条出路——离开这个国家。但是你不能逃避战争，边界已经关闭。为了拯救他的家人，他将不得不做出艰难的道德选择,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2679701864.jpg
热门,https://movie.douban.com/subject/35655073/,假面骑士欧兹 10周年 复活的核心硬币 仮面ライダーオーズ 10th 復活のコアメダル,2022,剧情,田崎龙太,毛利亘宏/石森章太郎,渡部秀/高田里穗/三浦涼介/宇梶刚士,7.4,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2853644199.jpg
热门,https://movie.douban.com/subject/35430647/,斯图神父 Father Stu,2022,剧情/传记,罗莎琳德·罗斯,罗莎琳德·罗斯,梅尔·吉布森/马克·沃尔伯格/杰基·韦佛/安内特·莫翰德鲁/特蕾莎·鲁伊斯/雯特·艾娃·佐莉/阿兰·乌伊/耐德·巴拉米/罗尼·吉恩·贝尔维斯/尼科·尼科特拉/迈克尔·费尔曼/卡洛斯·李尔/安妮·李/博·克利里/文森特·M·比肖内/马克·卡西米尔·戴妮奇斯/詹姆斯·亨特/约翰尼·曼斯巴赫,6.6,拳击手斯图尔特（马克·沃尔伯格 饰）因受伤而结束了他的职业生涯。从一场死亡车祸幸存后，他决定把握生命第二次机会，立志做一名牧师。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872141012.jpg
热门,https://movie.douban.com/subject/35812382/,爱意，绽放 Love Classified,2022,爱情/同性,Stacey N. Harding,Lynn Sternberger,马修·凯文·安德森/Rohain Arora/Abraham Asto/Matina Birtch/Mike Crestejo/Marcus Curtis/Dominic Fugere/John Gillich/梅罗拉·哈丁/Jamall Johnson/Levon Kendall/马克斯·洛伊德-琼斯/阿里恩·曼迪/凯瑟琳·麦克纳马拉/Baraka Rahmani,6.6,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870299839.jpg
