页数,文章链接,文章标题,时间,来源,作者,浏览量
1,https://www.jhc.cn/2023/0708/c4548a159464/page.htm,金职院喜获浙江省第十八届“挑战杯”大学生课外学术科技作品竞赛多项荣誉,2023-07-08,团委,胡宇翔,19
1,https://www.jhc.cn/2023/0707/c4548a159449/page.htm,金职院党务干部培训班圆满举办,2023-07-07,组织部,陈静泓,22
1,https://www.jhc.cn/2023/0706/c4548a159400/page.htm,谋早谋实职本布局 做优做强标志成果 ——金职院暑期教学工作会议第一阶段议程顺利完成,2023-07-06,教务处 制药学院 旅游学院 机电学院,卢进 赵曼 潘晓颖 邵建辉,77
2,https://www.jhc.cn/2023/0705/c4548a159367/page.htm,金职院党委开展第34期夜学,2023-07-05,宣传统战部（文化育人办公室）,于辰辰 摄影 孙立臣,808
2,https://www.jhc.cn/2023/0705/c4548a159361/page.htm,金职院党委召开宗教工作专题会,2023-07-05,宣传统战部（文化育人办公室）,章静  摄影  郑胜杰,142
2,https://www.jhc.cn/2023/0704/c4548a159362/page.htm,机电师生喜获2023年浙江省职业院校技能大赛高职组“工业网络智能控制与维护”赛项一等奖,2023-07-05,机电工程学院,邵建辉,18
2,https://www.jhc.cn/2023/0704/c4548a159320/page.htm,金职院召开党委专题会议 统筹推进“双高”建设与职教本科申办,2023-07-04,双高办,王妍 摄影 郑胜杰,27
2,https://www.jhc.cn/2023/0703/c4548a159276/page.htm,2023年金华银行第二期“星火训练营”在金职院开班,2023-07-03,商学院,孟东方,42
2,https://www.jhc.cn/2023/0702/c4548a159259/page.htm,赛前鼓士气   勇创新佳绩——校领导看望备战国赛师生,2023-07-02,教务处,​  单盈  余经纬  摄影 郑胜杰 孙立臣,10
2,https://www.jhc.cn/2023/0701/c4548a159253/page.htm,金职院党委组织开展“七一”走访慰问活动,2023-07-01,组织部  离退休处,周巍  摄影  郑胜杰  孙立臣,10
2,https://www.jhc.cn/2023/0630/c4548a159245/page.htm,医学师生喜获2023年浙江省职业院校技能大赛高职组“临床技能”赛项一等奖,2023-06-30,医学院,周向锋,18
2,https://www.jhc.cn/2023/0627/c4548a159222/page.htm,建工学子喜获浙江省职业院校技能大赛高职组“建筑智能化系统安装与调试”赛项一等奖,2023-06-30,建筑工程学院,周群美   胡冰琳,15
2,https://www.jhc.cn/2023/0630/c4548a159244/page.htm,校长梁克东应邀出席新西兰总理访华招待晚宴,2023-06-30,国合处,陈晓阳,279
2,https://www.jhc.cn/2023/0629/c4548a159241/page.htm,金职院召开来华留学生高等职业教育质量认证工作动员会,2023-06-30,国合处,王励杰,21
2,https://www.jhc.cn/2023/0630/c4548a159216/page.htm,践行“双碳”战略      碳寻绿色未来—— 航空工业新能源•金华职业技术学院双碳研究院揭牌成立,2023-06-30,信息工程学院（怀卡托国际学院）,周荃  摄影  郑胜杰,11
2,https://www.jhc.cn/2023/0626/c4548a159167/page.htm,信息学子喜获2023年浙江省职业院校技能大赛高职组“应用软件系统开发”赛项一等奖,2023-06-28,信息工程学院（怀卡托国际学院）,陈晓龙,252
2,https://www.jhc.cn/2023/0628/c4548a159163/page.htm,金职院附属医院（海棠医院）提前两个月顺利封顶,2023-06-28,医学院,周飞腾 王小兵 摄影 郑胜杰 孙立臣 王天,16
3,https://www.jhc.cn/2023/0627/c4548a159150/page.htm,金职院与市国资委党建联建推进会暨“七一”表彰会隆重举行,2023-06-28,组织部,陈静泓 摄影 郑胜杰,28
3,https://www.jhc.cn/2023/0625/c4548a159088/page.htm,携手奋进 共谱新篇   努力开创校友工作新局面——金职院召开校友会第三届校友代表大会暨理事会换届会议,2023-06-25,校友办,王宏艳   摄影  郑胜杰,25
3,https://www.jhc.cn/2023/0619/c4548a159083/page.htm,师范学子喜获2023年浙江省职业院校技能大赛高职组“健身指导”赛项一等奖,2023-06-25,师范学院,高梦雅,15
3,https://www.jhc.cn/2023/0622/c4548a159048/page.htm,金职院党委召开2023年共青团工作专题会议,2023-06-22,团委,赵倩,38
3,https://www.jhc.cn/2023/0622/c4548a159047/page.htm,金职院党委专题学习习近平总书记对《中共浙江省委关于深入实施“八八战略”20周年情况的报告》的重要批示精神,2023-06-22,办公室,吴嘉丽   摄影  郑胜杰,53
3,https://www.jhc.cn/2023/0621/c4548a159045/page.htm,医学学子喜获2023年浙江省职业院校技能大赛高职组“检验检疫技术”赛项一等奖,2023-06-22,医学院,王岚  严春霞,10
3,https://www.jhc.cn/2023/0621/c4548a159044/page.htm,医学学子喜获2023年浙江省职业院校技能大赛高职组“康复治疗技术”赛项一等奖,2023-06-22,医学院,陶萍,10
3,https://www.jhc.cn/2023/0621/c4548a159011/page.htm,金职院党委召开第七轮巡察反馈会议,2023-06-21,纪委办   巡察办,谢华 徐文杰,11
3,https://www.jhc.cn/2023/0619/c4548a158962/page.htm,教育部高等学校科学研究发展中心专家组来金职院调研虚拟仿真基地建设,2023-06-20,机电工程学院,肖建章,24
3,https://www.jhc.cn/2023/0620/c4548a158967/page.htm,浙江省现代职业教育研究中心召开2023年度学术委员会会议,2023-06-20,职教院,瞿连贵 王斌,11
3,https://www.jhc.cn/2023/0618/c4548a158913/page.htm,新起点迈向新征程——金职院举办2023年全国职业院校技能大赛出征仪式,2023-06-19,教务处,余经纬,205
3,https://www.jhc.cn/2023/0618/c4548a158935/page.htm,金职院举行2023年大学生“双百双进”暑期社会实践活动暨   “一带一路”阿郎行乡村振兴专项行动动员大会,2023-06-19,团委,赵倩   陈旻尉,140
3,https://www.jhc.cn/2023/0607/c4548a158556/page.htm,制药学子喜获2023年浙江省职业院校技能大赛高职组“药学技能”赛项一等奖,2023-06-19,制药学院,王建美,36
3,https://www.jhc.cn/2023/0617/c4548a158862/page.htm,金职院党委召开2023年上半年全面从严治党工作专题会议,2023-06-17,办公室,吴嘉丽  摄影  郑胜杰,16
4,https://mp.weixin.qq.com/s/BpQ2wJdjhIm7Ee2ga5t7Bw,青春出彩 奔赴未来——金职院隆重举行2023届学生毕业典礼,2023-06-16,,,
4,https://www.jhc.cn/2023/0616/c4548a158802/page.htm,金职院党委书记王振洪出席学习贯彻党的二十大精神暨提升学校治理水平研讨会并作主题报告,2023-06-16,公共基础学院（马克思主义学院）,占建青,59
4,https://www.jhc.cn/2023/0612/c4548a158645/page.htm,获评优秀！金职院学前教育专业顺利通过首批国家级教师教学创新团队验收,2023-06-16,师范学院,樊丰富,25
4,https://www.jhc.cn/2023/0615/c4548a158846/page.htm,教育部发展规划司乡村振兴处处长吴延磊一行来金职院调研,2023-06-15,教务处   办公室,蒋妙琦  徐茹倩,10
4,https://www.jhc.cn/2023/0613/c4548a158737/page.htm,学思践悟二十大  团结奋斗新征程——金职院举行第十八次学生代表大会,2023-06-14,团委,赵倩,140
4,https://www.jhc.cn/2023/0613/c4548a158713/page.htm,浙江省高职院校教师教学能力提升研修班在金职院顺利开班,2023-06-13,教务处,卢进,17
4,https://www.jhc.cn/2023/0611/c4548a158603/page.htm,金职院举办大中小学思政课一体化建设暨2023年思想政治理论课实践教学成果展演,2023-06-11,公共基础学院（马克思主义学院）,胡柳 韩康敏  摄影  杨智翰 潘森凯 洪俊毅,83
4,https://www.jhc.cn/2023/0609/c4548a158599/page.htm,商学学子喜获2023年浙江省职业院校技能大赛高职组“商务数据分析”赛项一等奖,2023-06-11,商学院,赵广岩,46
4,https://www.jhc.cn/2023/0609/c4548a158598/page.htm,商学学子喜获2023年浙江省职业院校技能大赛高职组“直播电商”赛项一等奖,2023-06-11,商学院,金川涵,18
4,https://www.jhc.cn/2023/0609/c4548a158597/page.htm,金职院两项案例入选教育部职业教育教师队伍建设典型工作案例,2023-06-10,人事处     教师工作部   继教处  机电工程学院,傅云峰  刘苗,395
4,https://www.jhc.cn/2023/0610/c4548a158593/page.htm,校长梁克东带队赴中国航空学会洽谈合作事宜,2023-06-10,机电工程学院,章妙,202
4,https://www.jhc.cn/2023/0608/c4548a158558/page.htm,金职院举办“‘八八战略’在身边 奋进金职看蝶变”主题宣讲展示活动,2023-06-08,宣传统战部（文化育人办公室）,陈小双  摄影  王天,71
4,https://www.jhc.cn/2023/0605/c4548a158487/page.htm,艺术学子喜获2023年浙江省职业院校技能大赛高职组“视觉艺术设计”赛项一等奖,2023-06-08,艺术创意学院,何蔚,500
4,https://www.jhc.cn/2023/0607/c4548a158538/page.htm,金职院“红传志愿服务队”入选退役军人事务部  “退役军人关爱青少年志愿服务项目”,2023-06-07,旅游学院  继教处   学生处,顾敏艳,34
5,https://www.jhc.cn/2023/0606/c4548a158523/page.htm,金职院党委理论学习中心组举行“网络意识形态”专题（扩大）学习会,2023-06-06,宣传统战部（文化育人办公室,于辰辰 摄影 王天,212
5,https://www.jhc.cn/2023/0606/c4548a158493/page.htm,金职院召开党委专题会议学习习近平总书记在中共中央政治局第五次集体学习上发表的重要讲话精神,2023-06-06,学校办公室,吴嘉丽 王升 摄影 郑胜杰,10
5,https://www.jhc.cn/2023/0606/c4548a158491/page.htm,金职院党委专题研究干部工作,2023-06-06,组织部,徐子岩  摄影  郑胜杰,73
5,https://www.jhc.cn/2023/0601/c4548a158424/page.htm,旅游学子喜获2023年浙江省职业技能大赛高职组“酒水服务”赛项一等奖,2023-06-05,旅游学院,杜婧晔,33
5,https://www.jhc.cn/2023/0602/c4548a158361/page.htm,金职院党委理论学习中心组举行习近平总书记关于“千万工程”和“浦江经验”两个重要批示精神专题学习会,2023-06-02,宣传统战部（文化育人办公室）,于辰辰  摄影 郑胜杰,274
5,https://www.jhc.cn/2023/0602/c4548a158454/page.htm,省消防救援总队政治部主任董卫军一行调研指导金职院,2023-06-02,建筑工程学院,汪铭铠,37
5,https://www.jhc.cn/2023/0531/c4548a158252/page.htm,建工学子喜获2023年浙江省职业院校技能大赛高职组“建设工程信息化计量与计价”赛项一等奖,2023-06-02,建筑工程学院,刘国平,302
5,https://www.jhc.cn/2023/0601/c4548a158358/page.htm,金职院入选全国“职业院校服务全民终身学习项目”第二批实验校,2023-06-01,机电工程学院,李思达    娄珺   吕昊威,289
5,https://mp.weixin.qq.com/s/_6Ik-lxTgkUfN3Kq1R0uDg,芒种·忙种——金职院举行第五届金湖诗会,2023-06-01,,,
5,https://www.jhc.cn/2023/0601/c4548a158291/page.htm,深学细悟强本领     牢记嘱托担使命——金职院举行2023年春季业余党校暨青马“飞鹰翱翔班”开班仪式,2023-06-01,团委,赵倩,50
5,https://www.jhc.cn/2023/0531/c4548a158228/page.htm,冈比亚共和国高等教育、研究与科技部部长一行来金职院走访调研,2023-05-31,国合处,王艳   摄影  王天,441
5,https://mp.weixin.qq.com/s/roN3_Mc-tOf9QQOfI75sLQ,第十七期“书记校长有约 ”：听心声，话成长，聚长情,2023-05-31,,,
5,https://www.jhc.cn/2023/0531/c4548a158229/page.htm,商学学子喜获2023年浙江省大学生电子商务竞赛5个一等奖,2023-05-31,商学院,张函 章澳,405
5,https://www.jhc.cn/2023/0531/c4548a158210/page.htm,金职院召开2023届毕业生留金就业工作推进会,2023-05-31,就业指导处（创业学院）,李佳琪 金亮,250
6,https://www.jhc.cn/2023/0529/c4548a158078/page.htm,新时代职业院校劳动教育改革发展研讨会在金职院召开,2023-05-29,公共基础学院（马克思主义学院）,童国权,555
6,https://www.jhc.cn/2023/0526/c4548a158077/page.htm,“就”在金华好｜学在金职  “就”在八婺——师范学院2023届教育行业专场招聘会暖心上线！,2023-05-29,师范学院,朱正皓 章颖 薛婧,333
6,https://www.jhc.cn/2023/0528/c4548a158053/page.htm,副校长董晓晨在全市政府系统“大调研”推进会上作典型发言,2023-05-28,职教院,陈浩浩 王 斌,587
6,https://www.jhc.cn/2023/0525/c4548a157989/page.htm,市人大常委会副主任金文胜一行调研指导金职院,2023-05-26,后勤中心,王民雍   摄影  郑胜杰,537
6,https://www.jhc.cn/2023/0524/c4548a157983/page.htm,农学学子喜获2023年浙江省职业院校技能大赛高职组“农产品质量安全检测”赛项一等奖,2023-05-25,农学院,解华东,517
6,https://www.jhc.cn/2023/0522/c4548a157876/page.htm,“就”在金华    精彩纷呈——金职院第九届就业创业文化节暨职业生涯规划活动月启动,2023-05-23,就业指导处 创业学院,吕继艳,593
6,https://www.jhc.cn/2023/0522/c4548a157809/page.htm,新突破！金职院3项教学成果入选国家级教学成果奖拟授奖名单,2023-05-22,教务处,卢进,465
6,https://www.jhc.cn/2023/0520/c4548a157810/page.htm,外交部非洲司公使衔参赞贺红燕一行调研金职院对非职业教育工作,2023-05-22,国合处（港澳台办）,李宇圣   摄影  王天,409
6,https://www.jhc.cn/2023/0521/c4548a157791/page.htm,市人社局局长马越一行调研指导金职院,2023-05-21,人事处,,727
6,https://www.jhc.cn/2023/0520/c4548a157790/page.htm,金职院党委召开专题会议      研究部署师德师风建设工作,2023-05-20,人事处（教师工作部）,陶晶 摄影 郑胜杰,544
6,https://www.jhc.cn/2023/0508/c4548a157321/page.htm,商学学子喜获2023年浙江省职业院校技能大赛高职组“英语口语”赛项专业组一等奖,2023-05-18,商学院,陈舜孟,742
6,https://www.jhc.cn/2023/0517/c4548a157683/page.htm,高端引领 融合发展——金职院携手海克斯康共建精密检测技术人才培养基地,2023-05-17,机电工程学院,娄珺   摄影  孙立臣,356
6,https://www.jhc.cn/2023/0516/c4548a157645/page.htm,金职院师生在全省教育系统廉洁教育系列活动中喜获多项佳绩,2023-05-16,纪委办   巡察办,陈欣 ,478
6,https://www.jhc.cn/2023/0515/c4548a157640/page.htm,机电学子喜获2023年浙江职业院校技能大赛高职组“机器视觉系统应用”赛项一等奖,2023-05-16,机电工程学院,白东明   周璇,406
7,https://www.jhc.cn/2023/0510/c4548a157391/page.htm,金职院32本教材拟入选首批“十四五”职业教育国家规划教材,2023-05-15,教务处,辛奇,748
7,https://mp.weixin.qq.com/s/8oF1sKlK64WBJkHBDoE8kg,金职院入选全国2022年度职业教育高影响力机构,2023-05-14,,,
7,https://www.jhc.cn/2023/0509/c4548a157353/page.htm,浙江省教育厅副厅长白红霞一行调研指导金职院,2023-05-09,宣传统战部（文化育人办公室）,周飞腾   摄影  郑胜杰,1301
7,https://www.jhc.cn/2023/0428/c4548a157173/page.htm,机电学子喜获2023年浙江省职业院校技能大赛高职组“现代电气控制系统安装与调试”赛项一等奖,2023-05-09,机电工程学院,楼蔚松,653
7,https://www.jhc.cn/2023/0507/c4548a157284/page.htm,建工学子喜获2023年浙江省职业院校技能大赛高职组“建筑工程识图”赛项一等奖,2023-05-09,建筑工程学院,张弦波 胡冰琳,340
7,https://www.jhc.cn/2023/0508/c4548a157293/page.htm,金职院召开学前教育专业师范类专业认证专家考查意见反馈会,2023-05-08,师范学院,胡云莺  摄影   王天,834
7,https://www.jhc.cn/2023/0505/c4548a157241/page.htm,信息学子喜获2023年浙江省职业院校技能大赛高职组“大数据技术与应用”赛项一等奖,2023-05-07,信息工程学院（怀卡托国际学院）,郭慧敏,617
7,https://www.jhc.cn/2023/0428/c4548a157172/page.htm,机电学子喜获2023年浙江省职业院校技能大赛高职组“机电一体化项目”赛项一等奖,2023-05-07,机电工程学院,张小杭   史东强,543
7,https://www.jhc.cn/2023/0429/c4548a157237/page.htm,信息学子喜获2023年浙江省职业院校技能大赛高职组 “电子产品设计及制作”赛项一等奖,2023-05-06,信息工程学院（怀卡托国际学院）,廖任秀,298
7,https://www.jhc.cn/2023/0428/c4548a157238/page.htm,信息学子喜获2023年浙江省职业院校技能大赛高职组“软件测试”赛项一等奖,2023-05-06,信息工程学院（怀卡托国际学院）,顾云山,343
7,https://mp.weixin.qq.com/s/fsoCHipocZUf1DCe2Fmuuw,新华社 “新声无限” 浙江省首场高职院校宣讲会在金职院举行,2023-05-06,,,
7,https://www.jhc.cn/2023/0505/c4548a157222/page.htm,市财政局局长卢小珍一行调研指导金职院,2023-05-05,宣传统战部（文化育人办公室）,周飞腾 摄影 王天,626
