工作名称,地址,薪资,经验要求,学历要求,技能要求,联系人,公司名,公司相关信息,公司福利,详情页url
设计师助理,杭州/钱塘区/高沙商业街,4-6K,经验不限,高中,CDR/PS/广告/设计公司/海报传单设计/AI/画册设计/广告设计,王建/经理,君澜文化艺术策划,广告/公关/会展//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.77&securityId=O7moHG9shCrBs-X1DP-hjmSjiPgLM_FCMHUKdYf7duiIfq4eIVKNihZ5g4v7G7iGyFZ3ePvhENsVoKSuOyolWiOE8NK3U2qZkuscDiEnlztzRYNHLSU2NZ_qojXX4lkXj0XKp0TnvfRtOg~~
印前设计,杭州/余杭区/老余杭,7-8K,经验不限,高中,印刷品设计经验/全职,潘佩英/出纳,誉欣科技,印刷/包装/造纸//20-99人,全勤奖/年终奖/餐补,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.78&securityId=BmAL_41dLBHuC-Z1dr4wR50igM2yCwUNybxfpoBn1hppZlHfwZN_Qvrh4xYm6wsRlMWTNMtX3k09fiwcUgl6JdADLhyz04CsGfV2-uqXSVkWuuc0kcdqHxt6edFBBgnT9ew7TjOgoJY~
平面设计,杭州/富阳区/富春,3-8K,经验不限,高中,广告设计/标志设计/海报传单设计/CDR/PS/AI/有个性，有担当，正直,何洪华/总经理,家有喜事婚庆,婚庆/摄影/未融资/0-20人,带薪年假/员工旅游/五险一金/年终奖/节日福利/全勤奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.79&securityId=50_vTS6Jyfoy9-N1pNXdyUVlhLieJNRAxsWkklU3lAGEHuO05lwFef0wegM1y6k6u-Z5kIwhtxJ84HLldrHhob8PmMDUg6rBhTH0Klkyw2q0SIaR2PAntjWi3YcA5laIKRj6UwTLIWg~
家纺产品设计师,杭州/临平区/临平,6-8K,经验不限,学历不限,手绘/设计师/设计师助理/PhotoShop/AI/全职,汤晓成/HR,杭州博衍空间设计...,其他服务业//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.80&securityId=YGP2ptUpfoVrN-z11_93879Zsi-8Dv1wzpZuXxu4l86IbSwVduwZF3sOJ2eFYYJqOgZvWP26irMnYvc1-RFHBJFDlQE-CpoF9QBMwtzNt85t732vlS1mzlIIEsT40EURj-a_0po8GoKl8Q~~
设计师助理,杭州/临平区/临平,4-6K,1年以内,学历不限,CorelDRAW/手绘/女装设计,彭事红/人事,壹席服饰,服装/纺织/皮革/不需要融资/100-499人,年终奖/带薪年假/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.81&securityId=vY-uBEbKdduyu-41ezdN9xn7niw05ni7ipz5KsBjmi2t8azAOgmlcEe-6wx677gYK8DHPSzOmDc9LuT6m53cjYR61oWw781CS0Mut1gP971MQcdLNKuwK_zMDSxIOoBOy_tvldMW8H4~
服装设计师助理,杭州/临平区/临平,4-7K,经验不限,学历不限,设计师助理/手绘/延展设计/CorelDRAW/PhotoShop/AI/卡通风格/图案设计,徐先生/店长直聘,破茧服饰,批发/零售/未融资/0-20人,加班补助/年终奖/五险一金/零食下午茶/全勤奖/员工旅游/节日福利/包吃,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.82&securityId=hPIaujhwXHj61-b1p-qo3IhqiSZv4gWdfUWVa9agCDg9ES7ekMqYo7v5YUUbVkb3R5VwDxikPspPw-cypo6or0ClhgkqZFhj0q7l38-FDX74QPgPNXKhKaJ6BXIkRifS6MNlhUJLdkEIyg~~
视频剪辑,杭州//,5-6K,经验不限,学历不限,Premiere/AE/视频剪辑,刘纪伟/人事经理HRD,永翌网络科技,互联网/不需要融资/20-99人,零食下午茶/节日福利/加班补助/全勤奖/包吃/带薪年假/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.83&securityId=03gnQtyqn7MYH-q1JIzIbQm5J18sPpKJPZo3ptstxe8p_aa3F7XXSvm4KVa9N8t7-f5S5bW19lY9vCV7CbsUBwf_lwv78in94Bn0RAnxErPNagVFiI87LsnuM7LGp0yURXcRgARZg8I~
图文设计,杭州//,5-8K,经验不限,学历不限,PhotoShop/CorelDRAW/AI,余德超/业务经理,微点图文,广告/公关/会展/未融资/0-20人,年终奖/带薪年假/住房补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.84&securityId=_GRiiU8rLr2T--21CgCLyXGvrV6N_JNRyq4ZJyxSMX-RJaThc0ka1_XD14lJTne6R6s4ml9WH52uJsgIYxbG3hEJ2X_EfdVGQPnZFjUq_mYYQvrdD2ySmBuKDyxI9EbMwZhBIzaiex4~
图文快印,杭州/上城区/城站,5-7K,经验不限,学历不限,图书排版/数码快印/全职/书籍装帧,章先生/店经理,新水平图文,新闻/出版/未融资/100-499人,五险一金/加班补助/带薪年假/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.85&securityId=mbDh_L_2sEibK-Y1o4EFu8oue9pq6ZTbeFh_A77OylVlFWa1u9WYxjhFsHZPpT_2573OG_8WiZRdEEMA-uLffBGl-OaMBE8CTw9L-M5D3z7Ysl592k9NO6cOcekouaMF9lDbfk-ujQ8~
客服主管（项目对接主管）,杭州//,5-8K,经验不限,学历不限,客户对接/供应商管理/客服服务/项目对接/广告制作/广告安装,孟先生/集团人力资源总监,鑫峰中国,广告/公关/会展/不需要融资/100-499人,年终奖/五险一金/定期体检/节日福利/员工旅游/带薪年假/交通补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.86&securityId=5S3QmKnJniUnm-n1986OiAVnxCRHV1OGvCo6De0sqnD38KEjuGM9chelgZRsEg0HqXh5kSS9KH7JHXLX71KEwo7_BTA0w8lPdSiYfzoB9sa075fsfmniEfzxIz6CRpuB8-oASHFevg~~
模具设计,杭州//,5-8K,经验不限,学历不限,周末单休,崔震/总经理助理,杭州天豪塑业有限公司,印刷/包装/造纸/不需要融资/20-99人,包吃/全勤奖/包住/年终奖/加班补助/节日福利/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.87&securityId=C7QzHC2E6FVwH-K1uBl32tIHX7xUUWxDhPAGq0ORenVZZF1lNwExuTm9jU_mG9Px4YYnbn3s98davo3uBFcpKnU1nH4MjFyODgK7nL1BefhCyXWA5dOqWOXziL49AdulTmCpzsT8hwMB9w~~
ui设计师,杭州/滨江区/长河,5-7K,经验不限,学历不限,UI/App设计/交互,高莹莹/经理,艾陌科技,互联网/未融资/0-20人,五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.88&securityId=B0KWfg7uFghAC-k1gPXJQkSNl2Ku6j3c65ewyllO-MoB1WFhfsXfF471qxJ5rNqbm5C5pZ31cB2Shmbzmmn_qYVgtmyA7rZS-zvTPm1dI32BG3TkQ1XqLSZUDGmZjG46IKF746h8jw~~
平面技术员,杭州/滨江区/西兴,6-8K,经验不限,学历不限,CorelDRAW/AI/PhotoShop/就近分配,周女士/人力,恒晟图文,其他专业服务/不需要融资/500-999人,定期体检/通讯补贴/带薪年假/员工旅游/五险一金/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.89&securityId=_f07_HSbIiy8J-o1ACNg1NkU2io1oPbdimGiFEVbupWKHVdTfqNU7I03ymkoefza_SO6pBqwl7SLzyEanMWsdeavNUL_BMBhjQkPEQx4bNJaZWw_swubPeCaoxRQmBMGzqH_tMwFAccs
印刷电脑制作,杭州/萧山区/新塘,5-8K,经验不限,学历不限,AI软件/CorelDRAW/PhotoShop/InDesign/图文编辑/全职/页面排版,孟丹妮/招聘者,晨启纸品,其他服务业//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.90&securityId=_qWHzCuqzCsD7-X11nKerRw7ZaABsmmPjHoIRTjnWYThcRaQXHSzdp_wnghKQoaX-orl4RhrzC2QdWhuqRJzsrxosSouNrg98m3MVYHLMbeTZ6RxQtjE7nb6l-VsTFnF_xfRCyzcKpEctw~~
服装设计师,杭州/钱塘区/下沙,5-10K,经验不限,学历不限,设计师/服装纺织/图案设计/全职兼职均可,周昕/BOSS/法定代表人,复凤,文化/体育/娱乐//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.91&securityId=ldTrg0-MxxkgG-c1qphMoODGPPWhZ9bOA7Pi0GNgEbp328uHLJJH2vpUJjLRp3iAiPWi-y71Ifs13QE6ubiUZfKENmtr7bgIDgPiZEhTlIZvSYFU6zEOh7kIk1hyjx_E1ANss45fla6A
设计,杭州/钱塘区/高沙商业街,5-6K,经验不限,学历不限,平面广告,李炜列/经理,科川图文,广告/公关/会展/未融资/0-20人,五险一金/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.92&securityId=zd2NeJ8X1clcF-A1DmTyghSLktwzgzXURTEhvtlTyfFYqZpeupeoMDwDydpNtZofLJgzTvDtrLOJciDEz2CKsh2Y50TPnLwKSNbvlsR7L9SGmdTIR-a8LvAQP3OfbYwVExtxbs62
广告设计师,杭州/萧山区/萧绍路,3-6K,1年以内,学历不限,平面广告,何庆杰/总经理,鱼米广告,广告/公关/会展//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.93&securityId=g2pAkf7Z8qDud-p1D2wY32tKAP0OiRZmgtR8ncvQ0Q9d1waFYVx_j6hu1Ifstu-eSy1TwUAd162ESBza2h_uMQ3iEJuyVWdWZ3SdGt21kKnusIeVmLzUEUSs7x0SWZyAZd33M7MqNg~~
视频编辑/微信小视频制作,杭州/上城区/近江,5-8K·14薪,1年以内,学历不限,视频剪辑/后期制作,杨链/综管部总监,大料,广告/公关/会展/不需要融资/20-99人,定期体检/五险一金/餐补/年终奖/带薪年假/员工旅游/全勤奖/交通补助/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.94&securityId=6yZY3Lh9YioN9-Z1uf3X3dVCQsGTiJXYaLXVxkfimea0xXIw7Qv05zpaLkH6IG_t2GFKigQlfAsj5ugAOBZZeDH9UuPFdFWzz6L3qCR3_W5kPe5vOMCTozDC23GtViSETN8e8BSCug~~
广告设计师,杭州//,4-8K,经验不限,学历不限,AI/CDR/广告/设计公司/广告设计/画册设计/标志设计,邵丹枫/招聘者,熙钰传媒,媒体//20-99人,五险一金/加班补助/年终奖/带薪年假/员工旅游/良好的氛围,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.95&securityId=JDAvNZJojHSD8-b1-VXxliXQxNqHnc71daQp2FasKQWD2AXZov6keSvrqszPvWqOY9ZH0AipjqURRjBAHXsQ_RPSWTI4jnJRt7sBmR7K95TG3wrF6hYVYZdrfgguIk9WbFYcPdnu1r8~
定制设计,杭州/钱塘区/和达东东城,4-6K,经验不限,学历不限,AI,沈先生/主管,追波,批发/零售/未融资/0-20人,节日福利/五险一金/员工旅游/年终奖/全勤奖/培训/五险/加班补助/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.96&securityId=kAWmul0NxZlfY-61B5P6smsBjbsEhPRP35zPR6URYo7OJKkGMm69iiO5KJn8uPVx-BtASOZAEfM5OUAH0BL8c8V6HjT97IOfy6r6pPahlyCUzk5JcHL_nJmE8VHTSv1VYZm9Rga9NnqxMrUFzc3C5RiIjSUIx0ZoGnHYMYH0OMYjoENi
产品图案设计师,杭州/拱墅区/新天地,6-8K,经验不限,学历不限,封面设计/企业/自有品牌/最好会手绘,王闯/招聘者,枝兮家居,电子商务//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.97&securityId=UTRKXgnO-pWIA-e1CMFPcUoaPKsdZ6yaqCGxBUgDMCGo2SnQ9kA7UH6rOJaKx4cy4666s6UUYeXcXGVRfsfvqD6QVDmCZ8RZn9Ltc-Ofyw7urRMypy8W1otNhbTEkwQkVHL9XOS7bKSLsKP67cgfvs_3384AowAqEImI_QwvTqbXTYJX9Q~~
广告平面设计师,杭州/余杭区/勾庄,5-8K,经验不限,学历不限,AE/广告制作/广告设计/AI/CorelDraw/PS,张乐群/经理,杭州旭爱,广告/公关/会展//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.98&securityId=G3_YR4godWDJs-_1QytjxYlnaCl6GmRy4GfTcnm08GNmRLnbyy8q20u-Jz92MrySr531b0q-M5aAdvhxUPcCY0NuqPqzTkrRDnNKyuGWeL-WJILKM_n8NzEFk4zEO9xM7ujWUuuJuMV4nA~~
服装设计师助理,杭州/滨江区/长河,5-7K,1年以内,学历不限,服装设计,邵女士/HR,明舒科技,电子商务/未融资/100-499人,节日福利/加班补助/带薪年假/员工旅游/零食下午茶/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.99&securityId=P9ocD9av4gwU2-P1wMOPog2OXRRZbz59WASdYox6VgKf_ttr7q2o0fOZhhk-Zu-RU2adp_8MNPmapnUjdRTr53-GvORbOSo7GXzHHkv8DeOqN2eJYhewQd0T54cz95Xh-rfPXXgSeFSJ
机器人录音师,杭州/滨江区/长河,5-6K,1年以内,学历不限,录音/混音,马云函/人力资源总监,八维,计算机软件/天使轮/20-99人,员工旅游/包吃/加班补助/通讯补贴/零食下午茶/节日福利/住房补贴/五险一金/定期体检/带薪年假/全勤奖/股票期权/餐补/交通补助/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.100&securityId=K9AR3CdWO2D8q-N1LDCYYLbNU2TUnkhUumM4twAnCN-M0unQ-1X4VWvOjcMOgigOzK6tf_7WULxyZ_6CxTcSkmHGr2ACCOL12KcsTC474hX-F6rmaHCoE2MkCpoDOW8dSrfOPeDNBArh4g~~
平面设计助理,杭州/萧山区/北干,4-8K,经验不限,学历不限,Premiere,江鑫文/行政,贝乐迪,休闲/娱乐//100-499人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.101&securityId=92P1g1qIpAbiW-s1KYLBBO_jBKS3uHb5ra2ZBerv4AleUwBeMZBBh6wUuxyIVXYHwN-LN0-b4_nl_Her1m2ZClseFgSxkv3N0YOV1OmfHStTR4Tg2ECWfO9YKgw8BomCn6N6dWHHH-dM
印前排版,杭州/萧山区/临浦,4-6K,经验不限,高中,PhotoShop/页面排版/全职/印刷/CorelDRAW/AI软件,戴汪阳/招聘者,井盛图文,印刷/包装/造纸//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.102&securityId=BvmXQDIQSYyGP-f1Xpb6fjTkA0TELWfgG5meG-gWmVoaoZ2jaU-sIDwdHL8e4fExuqZhMBYNq0JPC5dqzpv_tV9WmSCCkEMCIdAECq5pUSU7-ZPC5yEBuLjUiCPXvVxCDA8QSHmzEHVi
C＋＋开发,杭州/余杭区/老余杭,10-15K·13薪,经验不限,学历不限,QT/VC++/图形图像处理,陈超/人工智能研发总监,柳叶刀机器人,医疗设备/器械/A轮/20-99人,股票期权/五险一金/员工旅游/节日福利/年终奖/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.103&securityId=wgsroz4cFSmCM-_1lAyn9xHZn6EFpsqEKARjyfDoirdoQaPj0RNB_x3YuLfAlcQgNpdULRUw9Idvs6Eo2JeYGFZBlamqHQYsLakeVY1xLbbsESkZ7bYzF5GReY62syxxt87--rFNxf0~
摄影助理,杭州//,6-8K,经验不限,学历不限,拍摄/剪辑,郭女士/HR,杭州湃沃电商,电子商务/未融资/1000-9999人,五险一金/股票期权/员工旅游/生活超市/加班补助/节日福利/带薪年假/交通补助/零食下午茶/定期体检,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.104&securityId=_PkvECwLK55BV-81kjaH4DaQIpxLlwvafruuLkqJpCAUdZBU8C8u5LBl1c0JyYVEHZLqBEDPX8SdB615xYEQYqqaDOLEbABQXGvRbFGWbsBSVLC7i03YefUMf1svLvZQ1yQ76197ng~~
电商美工,杭州/萧山区/新街,5-6K,经验不限,学历不限,天猫/拼多多/淘宝/PS/AI,李振超/招聘者,杭州柚岛网络科技,电子商务//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.105&securityId=STsXM1T3TtXh3-N14UtsGLz9LDdSUPVHTBmCjalP9rCBB3EDEq6kYn1p-QFh-q0N-OfnMdBmILUGR1jJC89hluJet0vjtMz2kLv95NY_6FEHeUa17BdcZQgdCiJdb3cOITVaKCrFh27j
平面设计,杭州/萧山区/萧山经济开发区,6-8K,经验不限,学历不限,广告设计/企业/自有品牌/CDR/PS/AI,吴梦兰/设计,妙熏科技,批发/零售//100-499人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.106&securityId=octBQcVFsVOdc-U1R9Tdis9_Lqnpp-QVeDSJNK-eYS73I-BWTer5gSb9y380GEjmK3E50VtrpHMH46zR6krSNu04OkylgTuQNPVWXlePOyuFyD0uueWz-pwL072Jl60GmEM-WCQvLcw~
工业设计实习生,杭州/上城区/火车东站,3-6K·13薪,经验不限,学历不限,Keyshot/AI/Rhino,王国胜/HR,多泰科技,医疗健康/未融资/0-20人,定期体检/员工旅游/年终奖/股票期权/五险一金/定期全员涨薪/零食下午茶/节日福利/包吃/餐补/投资计划,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.107&securityId=fv3g8ao9HXJYa-V1m86z_hDhgP0X2eGXQH3rZw2YmSwkcPJvTu26vib1KTt0oLsH0DV4RwVvhKOxMlqwTcrEBn45uU8TYFl_BZBk4MTvcbXwiECqHXHjibklBtGcV8HJDVPS5X2Hsg~~
设计师,杭州/滨江区/长河,5-8K,经验不限,学历不限,Sketchup/公共艺术设计/AI/3DMax/设计师/3D建模/外观设计/全职,唐佳密/招聘者,新石器,建筑设计//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.108&securityId=Uck2441E5NeGZ-L1BiTqrm7f2XG8HdXSbjz5hcbmvcjzr5iuqydGfOllvgKii2VqAvOKvnfRD-6TxynnyyqVi3Iz1C2F26ZkXJhWHzJHTGrN8EsQgnxAs58Lp903uWrUwkMxGlGS1eUFVQ~~
服装设计师,杭州/萧山区/新街,6-8K,经验不限,学历不限,手绘/男装设计/女装设计/打版与样衣制作/潮流趋势调研/美工/设计师助理/设计师,葛先生/招聘者,上虞跨越式,批发/零售//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.109&securityId=_Ar5L8XwrbvHe-J19bTQ13IkDV7-0D3O6JOvUCZ9gVO2A1YiHZN_epVKFd7F9GQhHb3laYSJJRhlikIjEUhcQO7Do_jfJn-GKkNH5E-DCpOmhd9VygOXsHJswYbofdlF4gIfLdnMfDwk
设计师,杭州/临平区/临平,8-12K,经验不限,学历不限,窗帘/服装/软装,高赟/招聘,杭州双超纺织有限公司,服装/纺织/皮革//100-499人,加班补助/餐补/全勤奖/住房补贴/五险一金/年终奖/节日福利/包吃,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.110&securityId=s4Jg4BzR8q2SF-x10wZfxMraGzAz1Xkt7ipAWGi8h0Dz3m2bGTnNOeEdldvftKiDGNtO585J7RuovYahULml8TxHfxiMZ_tH6HMtD7OKlrREvgIq50tj62OOs_-fZ9GkjTqNtUkoEY0X
平面设计师 美工,杭州/临平区/临平,4-7K,经验不限,学历不限,CDR/PS/广告/设计公司/海报传单设计/AI/画册设计/平面设计/广告设计,陈琦/招聘者,蔓漫文化,媒体//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.111&securityId=4mYkzY07Mehim-e17FrSFYXvIDSFtjADGQObvokjo7aeoBgd6Z3Bz9s9L409rQSBO8eE6eLd3hNQHqXWWjOojR2s_LSW940hH8sbzK2GbQ5v-dtJs4YHgAobd7Z9i775hFEkiw~~
排版设计,杭州/临平区/临平,5-9K,经验不限,学历不限,数码快印/全职/印刷品设计经验/美工设计/图书排版,胡云翔/招聘者,云猫数字,广告/公关/会展//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.112&securityId=YYVRN565bvReR-Z1uxlC1ZDcuA0aJ6-USdJxUB367gz-GGahY_0HCZ_a_KXsquxuTgz69I2hXtXjsE11SKwMjgDP-gesiiCusJRihzBoxbCVb7bPmvFGb8f-EerS5LljtuhnJNgLWgpZdA~~
服装港风设计师+小设+助理,杭州//,6-11K,经验不限,学历不限,CorelDRAW/AI/设计师助理/设计师/电子商务/服装纺织/动画动漫/男装设计,胡帅帅/经理人,杭州哦耶贸易有限公司,电子商务//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.113&securityId=aZR5io_sEfCuJ-41EH9djLifM2GecWwkmD2nl9AWkLUh5joT3ai92yWPoW-WpThxB3a5ZxphQstfcMcAbCpn9iwcNKUkpBRXjJMr9ZvTEEkVTapT83LYgo2RPptBYEItH3auTGWVesPC
视觉设计师,杭州/滨江区/长河,8-10K,经验不限,学历不限,视觉设计/ps/店铺设计/手绘,艾女士/人力资源总监,渥泰美家,互联网//0-20人,餐补/带薪年假/股票期权,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.114&securityId=uclnDMkXGEs0k-E1yyfR6Yw6xHlGbARyyxA9_ko3XGFult1bLEETfekE-9PQleCLUfX-94k9xscIgYSIWC0C8riftsyNOmZ_WcESy8iqXHt6gAtjTay0fUeW6jmEPwVVmelnPDOAU4cDCLERAE-fU-gkpcNcygKEBi_8yaeEop2GICA~
Python爬虫工程师,杭州/余杭区/仓前,10-13K·13薪,经验不限,学历不限,Python/django/scrapy/pytorch/pandas/numpy/opencv,张咪南/HR,旷视MEGVII,计算机服务/D轮及以上/1000-9999人,交通补助/五险一金/零食下午茶/年终奖/带薪年假/补充医疗保险/免费班车/餐补/节日福利/定期体检/员工旅游,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.115&securityId=_tuNmMOXWkweZ-41LS6uoHMxC4iXOton8BIc16hAKdHEHjddnR3H6Cn-Ji5sV-Xrtzkmu7bFynCoEZCM-HNn3MEr07cRvAHxFVUbn6RtW1cec28O9ZLX2TsQ8WTU4g3mNw-YjFVE
棋牌游戏主美,杭州//,11-20K,经验不限,学历不限,游戏界面/游戏设计/游戏特效,罗黄平/人事,旗力游戏,移动互联网/不需要融资/20-99人,零食下午茶/节日福利/带薪年假/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.116&securityId=Zj2r9Zkrd5N7u-X1KdhB5FjqwXqSc04fmCvuydMmOjDQ9-DKgMUlWYmZUGSHxAFEJJBm0DRvojk8hPkgRc939tuCN3D23QO1nwY5Pho1lXkWaPeR9qNizfiJuYRah8exInjqHIx7
服装设计师,杭州//,6-11K·13薪,1年以内,学历不限,服装纺织/服装设计/男装设计/女装设计,刘局/招聘者,彭琦电子商务,服装/纺织/皮革//0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.117&securityId=CWxyE2Ky5EUA2-g1W5hSJ6JIXqDj4jFOsEXBaxj_Zexh77VRTh4QCG0Swvt1VWOPR0OD-ncPt_L_yqa76cuh2iTlzg7Bf6KDQwwIilTVs2DFzIBC149SdgOX7kyhMVurn2rWYH5xJ9bZbw~~
服装设计助理,杭州/钱塘区/金桥街,4-6K,经验不限,学历不限,款式设计/手绘/男装设计/设计师助理/PhotoShop/AI/全职/图案设计,童先生/董事长/设计师,拓厘,服装/纺织/皮革/未融资/0-20人,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.118&securityId=gxxQ-Fm0YZFQc-O1LBnCnmk2vDgb_a11i7MIApVbK1kwSGvy4FlGrSNIfWLnFMoNlFat5EjugIiniPnm8aiQorOtrO3X18o4uDu2K6SHxBP_XI7dgRgqhP4pj7Dk8Kejq3q9WKb0kA~~
设计师助理,杭州/西湖区/三墩,5-9K,经验不限,学历不限,PhotoShop/CorelDRAW/书籍装帧设计,朱女士/人事,笔锋广告,广告/公关/会展/未融资/0-20人,五险一金/节日福利/加班补助/餐补/员工旅游/带薪年假/年终奖/全勤奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.119&securityId=glZJ9nn8ORLSe-k10MaeY8othm8oKpHQvkyETk5JRq9p9outHSKm3Ggb25J7gEENb_K1c3l-3JvynmWYm1Hr9_sZDExjgO5_ED8kwT9AM3eKRn2BjOAzW4n4qhkHHZ2CnZtxim_Or2c~
电商平面设计师,杭州/上城区/笕桥,8-10K,经验不限,学历不限,淘宝/拼多多/天猫/PS/AI/品牌童装羽绒服/淘宝天猫店铺美工设计,石卫萍/人事行政主管,贝吉传媒,文化/体育/娱乐/未融资/20-99人,全勤奖/零食下午茶/免费班车/年终奖/节日福利/五险一金/带薪年假,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3wuVxG1ISHm.search.120&securityId=pP29DEqmgZ7yZ-J1WQ15vgYX_vm_N8TeKSL4PC3PIlylGppmYdhxnSPjD5zuvMVEjMg5z5c0Wbvgu7hl0-hDE-TTxVW2KxbOrdiqRVpeOJ0he20QTMlDhd93lgL9_9R9L01ZS1svOZ-7
